"Tcmb_mean","Tcmb_stdev","Tcmb_median","Tcmb_errlo","Tcmb_errup","TR_mean","TR_stdev","TR_median","TR_errlo","TR_errup","Beta_mean","Beta_stdev","Beta_median","Beta_errlo","Beta_errup"
2.729694871620569785e+00,4.003085742635040245e-03,2.729578909244477103e+00,2.725740666610192875e+00,2.733799503225363026e+00,1.199595541981358204e+00,1.352922340152757086e-01,1.200583290809617010e+00,1.066586898121933080e+00,1.339587784237641133e+00,-2.613397517942715353e+00,4.211504186052152793e-02,-2.613599921037581097e+00,-2.654425666371801995e+00,-2.569663154669347804e+00
