weight logl Tcmb TR Beta
0.000000000000000000e+00 -6.870404780725796370e+25 1.523856342563777444e+00 3.434235735719728400e+00 -9.799152433149417973e+00
0.000000000000000000e+00 -5.927670978235372468e+25 1.744606321987387521e+00 3.752529874181193215e+00 5.496444943257497329e+00
0.000000000000000000e+00 -4.363879519097724256e+25 1.831146403632876174e+00 8.003369389457423821e+00 -9.518015611566481127e+00
0.000000000000000000e+00 -3.479257738370950742e+25 3.916851378219465829e+00 8.610808024181020315e+00 -9.469169641488633715e+00
0.000000000000000000e+00 -2.602917301126969487e+25 9.086006037956909864e+00 1.786007925855147560e+00 -9.843305300391589796e+00
0.000000000000000000e+00 -1.803353270562821562e+25 1.723631325489183297e-01 3.163615208468405271e+00 5.402157175669797695e+00
0.000000000000000000e+00 -5.122342651422033660e+24 1.407756572621323699e+00 3.279759596479137063e+00 -9.471095936711382279e+00
0.000000000000000000e+00 -4.694633658956521593e+24 5.327308772244365720e-01 6.723983709862910274e+00 5.085061064066508152e+00
0.000000000000000000e+00 -4.430438418845100214e+24 7.584456799618626732e+00 6.327016256589825360e+00 5.092148313935563664e+00
0.000000000000000000e+00 -4.282122436533380580e+24 7.794325631923634035e+00 8.591788296300023831e+00 -9.195296091449201015e+00
0.000000000000000000e+00 -4.277259794154966967e+24 9.725744594355392181e+00 9.456272609766642745e+00 -9.170027504311647704e+00
0.000000000000000000e+00 -3.849931597953099025e+24 9.068984982169252973e+00 1.831021164950286106e-01 5.863807397639202890e+00
0.000000000000000000e+00 -3.715350777845149621e+24 4.908038196145958487e-01 9.023659588387179298e+00 4.993692127509772760e+00
0.000000000000000000e+00 -3.236848179466785358e+24 1.856323657745875266e+00 3.392365820896388051e+00 -9.402117764221562979e+00
0.000000000000000000e+00 -2.456355644674432507e+24 2.367097959826805820e+00 6.099089001829876899e+00 -9.212270052985740421e+00
0.000000000000000000e+00 -2.370779309962397378e+24 9.953201364111922800e+00 8.245240012638166860e+00 -9.128627843969796984e+00
0.000000000000000000e+00 -2.163429429998385464e+24 8.854639878249599860e+00 4.092095107645343788e-01 -9.903501690001226265e+00
0.000000000000000000e+00 -2.156847404433448760e+24 2.008108660886239960e+00 6.574260599796111215e+00 -9.175577952399722292e+00
0.000000000000000000e+00 -1.845377598034200538e+24 8.458491586195970413e+00 8.746645187317918513e+00 -9.080337882454465159e+00
0.000000000000000000e+00 -1.592868822609130928e+24 8.647190031021949608e+00 2.853909146647479744e+00 -9.354511687903171335e+00
0.000000000000000000e+00 -1.265619070085371842e+24 9.630467125812408824e+00 3.653064590041286142e+00 -9.259698369479036018e+00
0.000000000000000000e+00 -7.644643437002170963e+23 9.592732316539210657e+00 2.676415156457465638e+00 -9.275161776407955472e+00
0.000000000000000000e+00 -7.023688762561511492e+23 8.633139940367318133e-01 6.442903841543778931e+00 4.883462037235339892e+00
0.000000000000000000e+00 -6.813247369198454136e+23 1.393080354905655849e+00 8.295284119056088201e+00 -8.963683297533002303e+00
0.000000000000000000e+00 -6.620810030494984459e+23 4.993982744417426289e+00 3.421923219509737990e+00 5.017521367236883023e+00
0.000000000000000000e+00 -6.280827173165011315e+23 8.465167490858693355e+00 9.384851926018955126e+00 -8.920687773819908628e+00
0.000000000000000000e+00 -4.552352417909137641e+23 7.971454938306717253e+00 2.465921541342825929e+00 -9.228715109358399005e+00
0.000000000000000000e+00 -3.837952640745681212e+23 5.075878848181203384e-01 1.861880746517663443e+00 5.092185946392884688e+00
0.000000000000000000e+00 -3.533779851544409733e+23 7.310628443051994552e+00 4.803148767372658945e+00 -9.020846444367872863e+00
0.000000000000000000e+00 -3.471419095148852129e+23 4.363387934587084516e+00 8.097211642080829108e+00 4.754366954613328033e+00
0.000000000000000000e+00 -3.431237875127860834e+23 4.591165863805860781e+00 2.226364070181670041e+00 5.040007800060127607e+00
0.000000000000000000e+00 -3.231284238415353925e+23 2.134695180223895594e+00 3.109503506861760691e+00 -9.123049769422902244e+00
0.000000000000000000e+00 -3.148882383577242078e+23 8.691458466435124208e+00 2.097268760761568096e+00 5.043740655730065470e+00
0.000000000000000000e+00 -2.479465834182579082e+23 2.052709648060061731e+00 3.987846759338167235e+00 -9.023167342842262073e+00
0.000000000000000000e+00 -2.400307777892499986e+23 2.135667824376108470e-01 8.169535684489389382e+00 -8.831006804945239708e+00
0.000000000000000000e+00 -2.286882593619296786e+23 9.168564885109322660e+00 4.023735793803834504e+00 -9.010227315749144594e+00
0.000000000000000000e+00 -2.225188435563657225e+23 8.033042257491480598e+00 9.601205567087143677e+00 -8.778771672973951112e+00
0.000000000000000000e+00 -1.676793917570961019e+23 1.550712805040356246e+00 5.361039915218276164e+00 4.765150051087555738e+00
0.000000000000000000e+00 -1.009367461132358302e+23 1.309708237951699994e+00 7.370587324241282268e+00 -8.744481399100376251e+00
0.000000000000000000e+00 -6.614385699307664494e+22 4.738421494730379102e+00 3.683883357255889557e+00 4.745166889435882496e+00
0.000000000000000000e+00 -6.108083986881261129e+22 5.050609974861266949e+00 6.964932147116587036e-01 -9.296826877035577752e+00
0.000000000000000000e+00 -5.597489975058465240e+22 4.452883255648916183e+00 4.221908184783979223e+00 4.696323882600204058e+00
0.000000000000000000e+00 -4.804755792290224957e+22 8.213140479746332545e+00 8.832337755603481000e+00 4.515318595418138514e+00
0.000000000000000000e+00 -4.782604281703964659e+22 5.658740402412443249e-01 9.583503470013003067e+00 -8.577831269536007497e+00
0.000000000000000000e+00 -4.336790816447554965e+22 3.458962068468676154e+00 3.108412524903044982e+00 4.736010752071123875e+00
0.000000000000000000e+00 -3.580624350915951224e+22 5.183800191213554953e+00 4.943758997436971114e+00 4.611602600426525811e+00
0.000000000000000000e+00 -2.620641305052908303e+22 7.895475984743400844e+00 1.284932857187949251e+00 4.876360753156227190e+00
0.000000000000000000e+00 -2.224422782964945702e+22 8.778853194375381364e+00 7.299102431587545681e+00 -8.548889715200209238e+00
0.000000000000000000e+00 -2.006177520961510284e+22 4.783965190669171363e+00 3.695822747005159670e+00 -8.713681933644707556e+00
0.000000000000000000e+00 -1.446685727950369089e+22 8.823948016067973299e+00 9.148174351154414907e+00 4.374134632326230232e+00
0.000000000000000000e+00 -1.294697140274050420e+22 8.797232967136292103e+00 9.482528629252970021e+00 4.353823540945239046e+00
0.000000000000000000e+00 -1.104535511114565917e+22 4.171650437274211143e+00 9.525173282499016736e+00 -8.387419804151786451e+00
0.000000000000000000e+00 -1.045198310583430231e+22 4.104105825033099730e-01 1.031156303476747915e+00 -8.962735503871233078e+00
0.000000000000000000e+00 -8.474705300145802576e+21 2.418715201447191099e+00 1.612593488342607406e+00 -8.818096416940267801e+00
0.000000000000000000e+00 -4.946002525990731907e+21 8.692598635173375499e+00 7.179798229678148402e+00 4.308719026730829071e+00
0.000000000000000000e+00 -3.431455959010813936e+21 7.596192698825779743e+00 1.165707221282108463e-01 -9.387995120060523391e+00
0.000000000000000000e+00 -3.342313318304890487e+21 8.036266005993894623e+00 9.247333022542280290e+00 4.208931899016210565e+00
0.000000000000000000e+00 -2.949837997386889691e+21 9.466948381424783676e+00 7.163047784116404415e+00 -8.289122609076295944e+00
0.000000000000000000e+00 -2.865727103891281543e+21 6.464292251331325012e+00 9.287231393711403271e+00 -8.217279108014656330e+00
0.000000000000000000e+00 -2.305758048370415632e+21 4.992745955071652197e+00 7.357153387614657980e+00 -8.249840724033967732e+00
0.000000000000000000e+00 -2.017430416841665675e+21 2.824212737068509949e+00 8.845781938182140536e+00 -8.184052237415516018e+00
0.000000000000000000e+00 -1.693335470046952292e+21 5.559394242891092297e+00 1.880556130267689863e+00 4.487341077320358806e+00
0.000000000000000000e+00 -1.609122535678295671e+21 1.248361970123946785e+00 7.768176549088772198e+00 4.166443923254892212e+00
0.000000000000000000e+00 -1.487088994905228313e+21 5.980314317836650240e+00 6.811727719181703833e-02 5.210294789214579225e+00
0.000000000000000000e+00 -1.268154891348845265e+21 2.490219744756671183e+00 1.756016748253157456e+00 -8.546909715530937035e+00
0.000000000000000000e+00 -1.146749258709173010e+21 9.633024289150146302e+00 8.220579373978010196e+00 -8.129246154392289370e+00
0.000000000000000000e+00 -1.122765566544842719e+21 7.708659652138976526e+00 1.868711096834413388e+00 4.443087133721295601e+00
0.000000000000000000e+00 -1.003231346717626073e+21 4.667934667556413508e+00 6.321715530462141963e+00 -8.180554167593497183e+00
0.000000000000000000e+00 -8.424110980722102108e+20 3.358610909138053380e+00 5.168963413622549297e+00 4.185061469064951467e+00
0.000000000000000000e+00 -8.305768797727365530e+20 8.188464739756968314e+00 3.145484789455599284e+00 4.293873042402374551e+00
0.000000000000000000e+00 -8.253805104026204242e+20 8.456055376670249757e+00 9.397298211012948599e+00 4.049952732313432335e+00
0.000000000000000000e+00 -8.208022463619125740e+20 4.210983702885524593e+00 1.469833840851904050e+00 4.461635854173140459e+00
0.000000000000000000e+00 -8.031015176322209546e+20 8.878858603461361909e+00 6.191024493990484601e+00 -8.156875711463227319e+00
0.000000000000000000e+00 -7.214663382680989860e+20 2.162433305531629379e+00 6.818319379401564184e+00 -8.117539754643763317e+00
0.000000000000000000e+00 -7.106428048174885110e+20 3.201343697739359229e+00 8.810205484535028830e+00 -8.048396202264900268e+00
0.000000000000000000e+00 -6.368380354612378993e+20 9.827274322566101006e+00 9.648145170707310925e+00 -8.010219559913586806e+00
0.000000000000000000e+00 -5.780052902182199624e+20 6.494910495045096432e+00 6.620552652417969419e+00 4.088201722804392091e+00
0.000000000000000000e+00 -4.978926457007207219e+20 8.305346568816973640e-01 2.323475374662304027e+00 -8.351044990718934358e+00
0.000000000000000000e+00 -3.683749290734391132e+20 9.227720918734499733e+00 2.068752585116776288e+00 4.296653739870439637e+00
0.000000000000000000e+00 -2.857629442665294397e+20 1.811341191575578380e+00 2.810300280750521740e-01 -8.831799657649719748e+00
0.000000000000000000e+00 -2.829383459786816553e+20 8.318140743381910340e+00 7.484968162869427566e+00 3.981553530966150944e+00
0.000000000000000000e+00 -2.595554212060561080e+20 3.103219828699754768e+00 3.745050927372607141e+00 4.125856146921144330e+00
0.000000000000000000e+00 -1.651770603081883320e+20 9.514852186091284025e+00 2.004405941733062857e+00 -8.245190009123486874e+00
0.000000000000000000e+00 -1.398702203150863729e+20 5.207817832750153642e+00 6.617112017395636592e+00 -7.910429056139419046e+00
0.000000000000000000e+00 -1.246418553699449733e+20 7.594996385978255660e+00 1.185101278968035965e+00 4.300051484926703083e+00
0.000000000000000000e+00 -1.196160338371592192e+20 6.224909200737775095e+00 8.635108652532008655e-01 -8.423566798550261581e+00
0.000000000000000000e+00 -9.603382156503446323e+19 1.727873810481348471e+00 1.466877473112508934e+00 4.223674825217944573e+00
0.000000000000000000e+00 -5.221062027278901248e+19 4.995303881857093842e-02 7.119849072979457461e+00 -7.762112706373656579e+00
0.000000000000000000e+00 -4.182901208585118515e+19 9.671765582714401788e+00 9.148302834292096009e+00 -7.667362280723654777e+00
0.000000000000000000e+00 -3.614971057472235930e+19 7.798801645160283513e+00 7.685564437557013129e-01 4.258756709013503894e+00
0.000000000000000000e+00 -2.317563567687424410e+19 2.858676911161127876e+00 5.543436701768681196e+00 -7.721275467192711517e+00
0.000000000000000000e+00 -2.269118774692628070e+19 8.323132563763113723e+00 8.927283973790567373e-01 4.173727466351994764e+00
0.000000000000000000e+00 -1.819372798744328602e+19 3.098422660675087315e+00 1.918458467549288837e+00 -7.967641687194499944e+00
0.000000000000000000e+00 -1.749410094367032115e+19 4.756090851248523599e+00 2.744245817171284685e+00 -7.868689198566551468e+00
0.000000000000000000e+00 -1.522773979326732698e+19 8.093003162377650384e+00 2.639062462652356444e+00 -7.860751202269138815e+00
0.000000000000000000e+00 -1.328741962124692685e+19 6.618525937569467388e+00 5.418366488134740422e-01 -8.257778010737823138e+00
0.000000000000000000e+00 -1.322311608339344794e+19 6.229932609811228428e-01 8.028625839999692815e+00 3.625592362106708322e+00
0.000000000000000000e+00 -1.303353489283680461e+19 5.808455843012056086e+00 8.304612692543896557e+00 3.616476735301493051e+00
0.000000000000000000e+00 -1.205287823041788723e+19 2.292987122931609889e+00 9.309127722139567851e+00 3.582409338297971146e+00
0.000000000000000000e+00 -1.188248089487094579e+19 7.895154047228748695e+00 8.447453193459747212e+00 3.602412858094632853e+00
0.000000000000000000e+00 -9.654022171142201344e+18 5.750004543005423407e+00 2.126641983539045100e+00 3.885865814890705039e+00
0.000000000000000000e+00 -9.610117889699035136e+18 8.110945948095340086e+00 1.747688335902477519e+00 3.928972532817695651e+00
0.000000000000000000e+00 -6.447947902156321792e+18 9.321460810285154608e+00 8.922580373354774608e+00 3.522325996431616701e+00
0.000000000000000000e+00 -5.931782177726439424e+18 6.072187109341032674e+00 6.443676175935153516e+00 3.585388768175580054e+00
0.000000000000000000e+00 -5.099115079733583872e+18 1.813424309216985497e+00 5.998424618756326154e+00 -7.502190904820754014e+00
0.000000000000000000e+00 -4.433249368478718976e+18 5.921436593985288432e+00 7.344471057616159371e+00 3.523953389230307209e+00
0.000000000000000000e+00 -3.679775725700234240e+18 2.822756887684697347e+00 1.734657878734380265e-01 4.335676791114329021e+00
0.000000000000000000e+00 -3.677426968332483584e+18 4.810811788339265149e+00 7.267871600224195205e+00 -7.409036516082174728e+00
0.000000000000000000e+00 -2.878532910885475840e+18 1.322653774936687343e+00 5.758873423220678411e+00 3.530015935096614044e+00
0.000000000000000000e+00 -1.991821106772219136e+18 9.012510686603182108e+00 8.597904416041590281e+00 -7.284617597980682646e+00
0.000000000000000000e+00 -1.933846839923047424e+18 8.833469840971950759e+00 1.213033268989669455e+00 3.831971770056455284e+00
0.000000000000000000e+00 -1.854801922120165120e+18 2.432300661321029622e-01 2.846994341130892892e-01 -8.168424134543538884e+00
0.000000000000000000e+00 -1.795358968045250048e+18 3.030660241868019522e+00 4.882271616154204352e+00 3.514258047978891852e+00
0.000000000000000000e+00 -1.414150129110169088e+18 9.407943177081977026e+00 1.143866521939862491e+00 3.810241522052418617e+00
0.000000000000000000e+00 -1.399698516939752192e+18 2.895611479886043504e+00 7.660621616788478860e+00 -7.268634185256789948e+00
0.000000000000000000e+00 -1.060698088739777280e+18 7.367115336571378847e+00 7.822699787362830115e+00 -7.226793977661360557e+00
0.000000000000000000e+00 -9.281295750722174720e+17 2.363510766586220946e+00 8.332959470526926538e+00 -7.192727373839269411e+00
0.000000000000000000e+00 -7.699389134946451200e+17 3.152056662853641722e+00 9.584708941118657677e+00 3.270269662329051030e+00
0.000000000000000000e+00 -7.455865561325866240e+17 4.000693665141268340e+00 5.986798960534876812e+00 -7.250707141920131882e+00
0.000000000000000000e+00 -6.073579993794392320e+17 4.860985639649260115e+00 6.047442158780748755e+00 3.346260470880471516e+00
0.000000000000000000e+00 -5.808728166064359680e+17 2.724540625576773678e+00 8.558698495417212726e+00 -7.124286890069642553e+00
0.000000000000000000e+00 -5.502201596837517440e+17 3.378176195937933279e+00 9.759980369983360049e+00 3.228907415598801123e+00
0.000000000000000000e+00 -5.402067275305574400e+17 1.939326950927452442e+00 3.046691732209606762e+00 3.485600958563612295e+00
0.000000000000000000e+00 -5.134094017640414080e+17 5.559156962907925603e+00 3.102624595692252463e+00 3.475904551462550174e+00
0.000000000000000000e+00 -4.209978499598172160e+17 8.035860829747594636e+00 5.192943836786572120e+00 3.339390964198123868e+00
0.000000000000000000e+00 -3.704509363596481920e+17 3.312383837108324514e+00 7.846812935424819280e+00 -7.088088018429865578e+00
0.000000000000000000e+00 -3.034109935142331520e+17 1.280956037913416612e-01 6.981430734577549480e+00 3.237223896716907134e+00
0.000000000000000000e+00 -1.903079811951325120e+17 7.778466475584234985e+00 2.451674506051821911e+00 -7.305763961163094677e+00
0.000000000000000000e+00 -1.622688909417629120e+17 3.207945869238244541e+00 6.449624024035617964e+00 3.185290312347500929e+00
0.000000000000000000e+00 -1.596737548676067520e+17 8.005334844491279966e+00 7.645890232404041420e+00 -6.984554305105621808e+00
0.000000000000000000e+00 -9.566125015813561600e+16 1.260644544945068724e+00 4.650538261802950046e-01 3.710965870904130881e+00
0.000000000000000000e+00 -9.545961249681081600e+16 2.968680902600284721e+00 9.607224372333806883e+00 3.037774452721915708e+00
0.000000000000000000e+00 -7.885552945589212800e+16 1.104784502247808664e+00 4.844451707465051271e+00 3.168704532051926037e+00
0.000000000000000000e+00 -7.753707253455606400e+16 3.458861479416133200e+00 8.618893353174328364e-01 3.550512631773059979e+00
0.000000000000000000e+00 -6.896792320734035200e+16 5.156700637398514697e-01 9.441582120198910300e-01 3.517238895098746099e+00
