logz logzerr logvol nlive logl logwt insert_order
-3.382592570481348957e+03 5.419393867925173858e+00 -5.509999999999898534e+00 3.000000000000000000e+02 -3.348230833669728327e+03 -3.359446282348088062e+03 3.333333333333333148e-01
-3.359446282347999386e+03 9.987630052217426169e+00 -5.513333333333231501e+00 3.000000000000000000e+02 -3.336031171523539342e+03 -3.347249953535232635e+03 3.200000000000000067e-01
-3.347249948486288304e+03 1.173508166185573964e+00 -5.516666666666564467e+00 3.000000000000000000e+02 -3.331801251027196940e+03 -3.343023366372223336e+03 7.733333333333333171e-01
-3.343008869743879131e+03 2.491324123936490498e+00 -5.519999999999897433e+00 3.000000000000000000e+02 -3.308176553617296577e+03 -3.319402002295656530e+03 6.333333333333333037e-01
-3.319402002295600596e+03 1.256672499865061710e+01 -5.523333333333230399e+00 3.000000000000000000e+02 -3.300809075584714719e+03 -3.312037857596407775e+03 9.333333333333333759e-02
-3.312037224229961339e+03 1.238079587129336900e+01 -5.526666666666563366e+00 3.000000000000000000e+02 -3.287437523960410999e+03 -3.298669639305437613e+03 1.860000000000000098e+00
-3.298669637740376402e+03 1.279337445073121948e+01 -5.529999999999896332e+00 3.000000000000000000e+02 -3.285634082043437047e+03 -3.296869530721796764e+03 8.533333333333333881e-01
-3.296716568291273234e+03 9.219328085722247934e+00 -5.533333333333229298e+00 3.000000000000000000e+02 -3.252612567211358510e+03 -3.263851349223051784e+03 1.173333333333333339e+00
-3.263851349223051784e+03 2.096065023033128227e+01 -5.536666666666562264e+00 3.000000000000000000e+02 -3.250676386340743193e+03 -3.261918501685769570e+03 8.599999999999999867e-01
-3.261783328104726479e+03 1.433328300559906765e+01 -5.539999999999895230e+00 3.000000000000000000e+02 -3.237220919055716422e+03 -3.248466367734076357e+03 8.066666666666666430e-01
-3.248466366087744973e+03 7.431555337778873671e+00 -5.543333333333228197e+00 3.000000000000000000e+02 -3.237165987580415276e+03 -3.248414769592108314e+03 1.739999999999999991e+00
-3.247747087921477942e+03 7.195327811011226871e+00 -5.546666666666561163e+00 3.000000000000000000e+02 -3.236531674078192282e+03 -3.247783789423218877e+03 1.753333333333333410e+00
-3.247072123126209135e+03 4.851390188461134123e+00 -5.549999999999894129e+00 3.000000000000000000e+02 -3.207496154476265019e+03 -3.218751603154624718e+03 1.379999999999999893e+00
-3.218751603154624263e+03 1.642787144578608149e+01 -5.553333333333227095e+00 3.000000000000000000e+02 -3.203180996247115218e+03 -3.214439778258808474e+03 1.360000000000000098e+00
-3.214426458307428675e+03 1.349636387706910412e+01 -5.556666666666560062e+00 3.000000000000000000e+02 -3.183626731691963414e+03 -3.194888847036989773e+03 1.239999999999999991e+00
-3.194888847033716957e+03 1.624386043216523134e+01 -5.559999999999893028e+00 3.000000000000000000e+02 -3.175119993422335938e+03 -3.186385442100695855e+03 8.800000000000000044e-01
-3.186385239344501315e+03 1.781104538025459405e+01 -5.563333333333225994e+00 3.000000000000000000e+02 -3.169688431310522446e+03 -3.180957213322215466e+03 1.199999999999999956e-01
-3.180952831181353758e+03 1.057163419660571968e+01 -5.566666666666558960e+00 3.000000000000000000e+02 -3.138240505707663488e+03 -3.149512621052690065e+03 3.599999999999999867e-01
-3.149512621052690065e+03 1.565190446605017094e+01 -5.569999999999891926e+00 3.000000000000000000e+02 -3.129155703771834396e+03 -3.140431152450194077e+03 1.606666666666666687e+00
-3.140431038702238766e+03 1.100760319458057168e+01 -5.573333333333224893e+00 3.000000000000000000e+02 -3.128329677932979848e+03 -3.139608459944673086e+03 8.666666666666666963e-02
-3.139244304900713360e+03 1.161954489160276793e+01 -5.576666666666557859e+00 3.000000000000000000e+02 -3.128122370090688491e+03 -3.139404485435714832e+03 9.066666666666666208e-01
-3.138628044185091312e+03 1.168016279218864462e+01 -5.579999999999890825e+00 3.000000000000000000e+02 -3.118654773527930502e+03 -3.129940222206290400e+03 1.366666666666666696e+00
-3.129940053593606990e+03 3.656616531610465959e+00 -5.583333333333223791e+00 3.000000000000000000e+02 -3.117668512661706700e+03 -3.128957294673399701e+03 1.793333333333333224e+00
-3.128639366845976383e+03 1.344417024041216546e+00 -5.586666666666556758e+00 3.000000000000000000e+02 -3.096858108570475906e+03 -3.108150223915502465e+03 7.466666666666667007e-01
-3.108150223914238723e+03 1.045070999119209887e+01 -5.589999999999889724e+00 3.000000000000000000e+02 -3.084950589380707697e+03 -3.096246038059067359e+03 1.560000000000000053e+00
-3.096246031297049740e+03 8.579033069828405189e+00 -5.593333333333222690e+00 3.000000000000000000e+02 -3.081765750553267026e+03 -3.093064532564960246e+03 2.133333333333333470e-01
-3.093023848138896938e+03 9.110672570120915026e+00 -5.596666666666555656e+00 3.000000000000000000e+02 -3.058946676333186588e+03 -3.070248791678212910e+03 1.439999999999999947e+00
-3.070248791678084217e+03 1.243767280714664913e+01 -5.599999999999888622e+00 3.000000000000000000e+02 -3.057186959172535353e+03 -3.068492407850895233e+03 1.346666666666666679e+00
-3.068333126241944683e+03 1.133434652182778812e+01 -5.603333333333221589e+00 3.000000000000000000e+02 -3.019951748942426093e+03 -3.031260530954119076e+03 6.400000000000000133e-01
-3.031260530954119076e+03 2.343390448715782881e+01 -5.606666666666554555e+00 3.000000000000000000e+02 -3.015705050480645696e+03 -3.027017165825672237e+03 6.533333333333333215e-01
-3.027002908752527219e+03 2.589535611803815129e+01 -5.609999999999887521e+00 3.000000000000000000e+02 -3.002795327457440180e+03 -3.014110776135799824e+03 1.786666666666666625e+00
-3.014110773618021994e+03 2.558206944583038123e+01 -5.613333333333220487e+00 3.000000000000000000e+02 -2.998017988840699672e+03 -3.009336770852392874e+03 1.533333333333333437e+00
-3.009328359821463891e+03 2.128611353307233944e+00 -5.616666666666553454e+00 3.000000000000000000e+02 -2.994363848239175240e+03 -3.005685963584201545e+03 4.400000000000000022e-01
-3.005660111144538405e+03 3.080544129309195078e+00 -5.619999999999886420e+00 3.000000000000000000e+02 -2.994201340182040440e+03 -3.005526788860400302e+03 1.840000000000000080e+00
-3.004898082611576228e+03 1.793046223508723447e+00 -5.623333333333219386e+00 3.000000000000000000e+02 -2.989334122865515837e+03 -3.000662904877208803e+03 1.273333333333333428e+00
-3.000648531434962479e+03 3.277268051285949113e+00 -5.626666666666552352e+00 3.000000000000000000e+02 -2.983782411902478998e+03 -2.995114527247505521e+03 1.553333333333333233e+00
-2.995110584888547692e+03 5.318134899878740107e+00 -5.629999999999885318e+00 3.000000000000000000e+02 -2.980721882573382572e+03 -2.992057331251742198e+03 6.666666666666666297e-01
-2.992011206459327695e+03 5.715192108269868676e+00 -5.633333333333218285e+00 3.000000000000000000e+02 -2.979647065111356369e+03 -2.990985847123049552e+03 1.439999999999999947e+00
-2.990679342638864000e+03 3.110167265363903422e+00 -5.636666666666551251e+00 3.000000000000000000e+02 -2.960915747439818460e+03 -2.972257862784844747e+03 2.533333333333333548e-01
-2.972257862774852583e+03 1.058739672875874760e+01 -5.639999999999884217e+00 3.000000000000000000e+02 -2.954676185534359320e+03 -2.966021634212719164e+03 1.026666666666666616e+00
-2.966019678902418491e+03 9.672925593476886519e+00 -5.643333333333217183e+00 3.000000000000000000e+02 -2.934710571578118561e+03 -2.946059353589811508e+03 1.173333333333333339e+00
-2.946059353587666919e+03 1.292364477477580031e+01 -5.646666666666550150e+00 3.000000000000000000e+02 -2.896239644335209050e+03 -2.907591759680235555e+03 1.833333333333333259e+00
-2.907591759680235555e+03 1.705613939978776727e+01 -5.649999999999883116e+00 3.000000000000000000e+02 -2.885024644028443163e+03 -2.896380092706802770e+03 1.899999999999999911e+00
-2.896380079191307686e+03 1.400301412954363300e+01 -5.653333333333216082e+00 3.000000000000000000e+02 -2.871796885980718343e+03 -2.883155667992411509e+03 5.999999999999999778e-01
-2.883155666186440612e+03 9.503199430097116762e-01 -5.656666666666549048e+00 3.000000000000000000e+02 -2.869305116539390383e+03 -2.880667231884416651e+03 1.686666666666666758e+00
-2.880587460093236132e+03 1.633308882154461683e+00 -5.659999999999882014e+00 3.000000000000000000e+02 -2.868377764068563010e+03 -2.879743212746922836e+03 3.200000000000000067e-01
-2.879385621671272929e+03 2.066942177624158550e+00 -5.663333333333214981e+00 3.000000000000000000e+02 -2.853784510330002831e+03 -2.865153292341695760e+03 7.333333333333332815e-01
-2.865153291682555391e+03 8.428623415084199877e+00 -5.666666666666547947e+00 3.000000000000000000e+02 -2.840216987862331280e+03 -2.851589103207357766e+03 6.600000000000000311e-01
-2.851589101921634665e+03 1.058894450237261609e+01 -5.669999999999880913e+00 3.000000000000000000e+02 -2.831792811900656034e+03 -2.843168260579015623e+03 1.966666666666666563e+00
-2.843168040373976055e+03 1.142915104576471030e+01 -5.673333333333213879e+00 3.000000000000000000e+02 -2.829921726057762953e+03 -2.841300508069456100e+03 1.159999999999999920e+00
-2.841156836855004258e+03 1.210093967072425514e+01 -5.676666666666546845e+00 3.000000000000000000e+02 -2.822654577748231077e+03 -2.834036693093257782e+03 1.233333333333333393e+00
-2.834035884769549739e+03 1.289397993830901434e+01 -5.679999999999879812e+00 3.000000000000000000e+02 -2.815982842547585278e+03 -2.827368291225945086e+03 7.866666666666666252e-01
-2.827367020578786196e+03 1.442349582717491785e+01 -5.683333333333212778e+00 3.000000000000000000e+02 -2.808527399587901073e+03 -2.819916181599594438e+03 1.866666666666666696e+00
-2.819915600814283607e+03 5.357961177490783378e+00 -5.686666666666545744e+00 3.000000000000000000e+02 -2.789240649899325945e+03 -2.800632765244352413e+03 4.333333333333333481e-01
-2.800632765240130084e+03 1.131583115803962869e+01 -5.689999999999878710e+00 3.000000000000000000e+02 -2.759646912891407283e+03 -2.771042361569767309e+03 2.333333333333333370e-01
-2.771042361569767309e+03 1.845418224706998700e+01 -5.693333333333211677e+00 3.000000000000000000e+02 -2.756419302618698566e+03 -2.767818084630391695e+03 9.799999999999999822e-01
-2.767779071113883219e+03 1.235616280942291745e+01 -5.696666666666544643e+00 3.000000000000000000e+02 -2.746645650871228554e+03 -2.758047766216255241e+03 1.946666666666666767e+00
-2.758047706823279441e+03 1.224360145308600423e+01 -5.699999999999877609e+00 3.000000000000000000e+02 -2.742294197606932357e+03 -2.753699646285292147e+03 7.800000000000000266e-01
-2.753686797318809113e+03 6.538452889717355498e-01 -5.703333333333210575e+00 3.000000000000000000e+02 -2.738590604678903674e+03 -2.749999386690597021e+03 1.893333333333333313e+00
-2.749974658227304189e+03 2.204288561462532936e+00 -5.706666666666543541e+00 3.000000000000000000e+02 -2.728732940802148732e+03 -2.740145056147175183e+03 6.933333333333333570e-01
-2.740145002314449812e+03 5.435989243799896897e+00 -5.709999999999876508e+00 3.000000000000000000e+02 -2.722858444248441629e+03 -2.734273892926801636e+03 1.379999999999999893e+00
-2.734271077151410736e+03 6.396975788345616643e+00 -5.713333333333209474e+00 3.000000000000000000e+02 -2.720529812442108778e+03 -2.731948594453801888e+03 2.533333333333333548e-01
-2.731855076875542181e+03 4.585451763664258884e+00 -5.716666666666542440e+00 3.000000000000000000e+02 -2.705495890735958710e+03 -2.716918006080985379e+03 1.459999999999999964e+00
-2.716918005755214381e+03 1.026646111168687803e+01 -5.719999999999875406e+00 3.000000000000000000e+02 -2.702201230340122038e+03 -2.713626679018481809e+03 8.733333333333332948e-01
-2.713590149947512145e+03 5.221102082240268949e+00 -5.723333333333208373e+00 3.000000000000000000e+02 -2.698828086479971262e+03 -2.710256868491664591e+03 3.733333333333333504e-01
-2.710221814288610403e+03 2.089221729366859126e+00 -5.726666666666541339e+00 3.000000000000000000e+02 -2.674141225746672717e+03 -2.685573341091699149e+03 1.506666666666666599e+00
-2.685573341091679595e+03 1.208590908687651577e+01 -5.729999999999874305e+00 3.000000000000000000e+02 -2.673692808490219704e+03 -2.685128257168579694e+03 2.399999999999999911e-01
-2.684633091221018276e+03 1.289782709375265846e+00 -5.733333333333207271e+00 3.000000000000000000e+02 -2.671211966491729527e+03 -2.682650748503422619e+03 1.233333333333333393e+00
-2.682521699251766677e+03 1.484145454318976487e+00 -5.736666666666540237e+00 3.000000000000000000e+02 -2.656656340222993549e+03 -2.668098455568020199e+03 2.733333333333333171e-01
-2.668098455023436600e+03 7.659493877520737293e+00 -5.739999999999873204e+00 3.000000000000000000e+02 -2.650895107377552449e+03 -2.662340556055912202e+03 9.399999999999999467e-01
-2.662337403291953706e+03 6.230146585472179588e+00 -5.743333333333206170e+00 3.000000000000000000e+02 -2.648055322100837657e+03 -2.659504104112530968e+03 5.133333333333333082e-01
-2.659446950467129227e+03 7.502301598170618036e+00 -5.746666666666539136e+00 3.000000000000000000e+02 -2.637377044567657322e+03 -2.648829159912683735e+03 1.153333333333333321e+00
-2.648829135436323668e+03 6.691667488612906389e+00 -5.749999999999872102e+00 3.000000000000000000e+02 -2.627882620246974966e+03 -2.639338068925334937e+03 1.746666666666666590e+00
-2.639337993404672943e+03 8.747742153146001343e+00 -5.753333333333205069e+00 3.000000000000000000e+02 -2.626793651013612816e+03 -2.638252433025305891e+03 8.533333333333333881e-01
-2.637961471970284947e+03 3.472241862320122330e+00 -5.756666666666538035e+00 3.000000000000000000e+02 -2.607065809733126116e+03 -2.618527925078152748e+03 1.933333333333333293e-01
-2.618527925074521136e+03 1.094199464501886254e+01 -5.759999999999871001e+00 3.000000000000000000e+02 -2.602376494357201864e+03 -2.613841943035561599e+03 8.066666666666666430e-01
-2.613832761641692741e+03 1.100237220084308731e+01 -5.763333333333203967e+00 3.000000000000000000e+02 -2.555127045183775408e+03 -2.566595827195468701e+03 4.266666666666666941e-01
-2.566595827195468701e+03 1.344641330376693134e+01 -5.766666666666536933e+00 3.000000000000000000e+02 -2.552487887918685374e+03 -2.563960003263711769e+03 1.073333333333333250e+00
-2.563890794506801285e+03 1.394366940514715303e+01 -5.769999999999869900e+00 3.000000000000000000e+02 -2.550697461770992049e+03 -2.562172910449352003e+03 4.000000000000000222e-01
-2.562007866085125897e+03 1.199041999626422106e+00 -5.773333333333202866e+00 3.000000000000000000e+02 -2.544965425270831929e+03 -2.556444207282524985e+03 1.326666666666666661e+00
-2.556440379896107061e+03 2.440672512746569378e+00 -5.776666666666535832e+00 3.000000000000000000e+02 -2.539658812793424659e+03 -2.551140928138451272e+03 1.086666666666666670e+00
-2.551135946237493044e+03 4.308052120228888171e+00 -5.779999999999868798e+00 3.000000000000000000e+02 -2.537494539619154693e+03 -2.548979988297514410e+03 3.866666666666666585e-01
-2.548870423637740259e+03 3.061208167171239225e+00 -5.783333333333201765e+00 3.000000000000000000e+02 -2.535834349020313766e+03 -2.547323131032007041e+03 1.979999999999999982e+00
-2.547130180009212836e+03 3.346962976574354265e+00 -5.786666666666534731e+00 3.000000000000000000e+02 -2.533857995640716581e+03 -2.545350110985742958e+03 6.133333333333332860e-01
-2.545194281851582673e+03 4.060163786843453693e+00 -5.789999999999867697e+00 3.000000000000000000e+02 -2.517025553470621617e+03 -2.528521002148981552e+03 5.799999999999999600e-01
-2.528521002091584705e+03 7.392692560438849370e+00 -5.793333333333200663e+00 3.000000000000000000e+02 -2.507936780279730101e+03 -2.519435562291423139e+03 6.266666666666667052e-01
-2.519435448994262515e+03 9.749837673395736815e+00 -5.796666666666533629e+00 3.000000000000000000e+02 -2.498547244385443719e+03 -2.510049359730470314e+03 5.266666666666666163e-01
-2.510049275851129096e+03 1.008988733532851789e+01 -5.799999999999866596e+00 3.000000000000000000e+02 -2.484219214382057544e+03 -2.495724663060417242e+03 1.333333333333333315e-01
-2.495724662459382671e+03 6.558851320776216021e+00 -5.803333333333199562e+00 3.000000000000000000e+02 -2.483880617700483072e+03 -2.495389399712176328e+03 1.360000000000000098e+00
-2.494849899079730221e+03 1.606527333844417038e+00 -5.806666666666532528e+00 3.000000000000000000e+02 -2.475672085554412206e+03 -2.487184200899438565e+03 1.093333333333333268e+00
-2.487183732379757657e+03 3.855558777544913163e+00 -5.809999999999865494e+00 3.000000000000000000e+02 -2.475499671949376079e+03 -2.487015120627735996e+03 3.599999999999999867e-01
-2.486402729784550502e+03 8.840901685872279980e-01 -5.813333333333198460e+00 3.000000000000000000e+02 -2.446936518518364664e+03 -2.458455300530057684e+03 9.333333333333333481e-01
-2.458455300530056775e+03 1.345080283805340038e+01 -5.816666666666531427e+00 3.000000000000000000e+02 -2.416304410904327142e+03 -2.427826526249353719e+03 1.679999999999999938e+00
-2.427826526249353719e+03 2.487374792620885700e+01 -5.819999999999864393e+00 3.000000000000000000e+02 -2.400136132994735362e+03 -2.411661581673095043e+03 9.000000000000000222e-01
-2.411661581577671768e+03 3.174205048462450307e+01 -5.823333333333197359e+00 3.000000000000000000e+02 -2.398588290034448164e+03 -2.410117072046141402e+03 1.040000000000000036e+00
-2.409923632095375524e+03 2.359588318505905846e+01 -5.826666666666530325e+00 3.000000000000000000e+02 -2.396914219494718054e+03 -2.408446334839744395e+03 9.466666666666666563e-01
-2.408240741380684085e+03 1.433779536269833788e+00 -5.829999999999863292e+00 3.000000000000000000e+02 -2.375392336063517178e+03 -2.386927784741877076e+03 1.273333333333333428e+00
-2.386927784741322739e+03 1.052790000838395557e+01 -5.833333333333196258e+00 3.000000000000000000e+02 -2.371333118042837668e+03 -2.382871900054530670e+03 3.400000000000000244e-01
-2.382854728188089666e+03 6.926213202006238134e+00 -5.836666666666529224e+00 3.000000000000000000e+02 -2.364946448113308634e+03 -2.376488563458335193e+03 4.933333333333333459e-01
-2.376486846195248290e+03 4.731195194588473818e+00 -5.839999999999862190e+00 3.000000000000000000e+02 -2.359459149077541042e+03 -2.371004597755900704e+03 7.266666666666666829e-01
-2.371000446418892352e+03 6.654829052116577159e+00 -5.843333333333195156e+00 3.000000000000000000e+02 -2.353194835751665323e+03 -2.364743617763358543e+03 1.693333333333333357e+00
-2.364741702282427468e+03 6.564776549638636993e+00 -5.846666666666528123e+00 3.000000000000000000e+02 -2.352176449555801810e+03 -2.363728564900828133e+03 1.526666666666666616e+00
-2.363418819467063713e+03 6.784610917457320589e+00 -5.849999999999861089e+00 3.000000000000000000e+02 -2.334756079428386784e+03 -2.346311528106746664e+03 1.360000000000000098e+00
-2.346311528069559245e+03 7.950640425728670024e+00 -5.853333333333194055e+00 3.000000000000000000e+02 -2.319688826631145275e+03 -2.331247608642838259e+03 1.613333333333333286e+00
-2.331247608355877219e+03 1.187212134107115524e+01 -5.856666666666527021e+00 3.000000000000000000e+02 -2.319013753091480339e+03 -2.330575868436506880e+03 9.133333333333333304e-01
-2.330163216535225274e+03 5.102871988022765315e+00 -5.859999999999859988e+00 3.000000000000000000e+02 -2.315311733411556361e+03 -2.326877182089916005e+03 3.466666666666666785e-01
-2.326840462699693944e+03 1.879138829021276713e+00 -5.863333333333192954e+00 3.000000000000000000e+02 -2.313769652860064980e+03 -2.325338434871758182e+03 2.266666666666666552e-01
-2.325137391214828767e+03 1.575868143600222426e+00 -5.866666666666525920e+00 3.000000000000000000e+02 -2.309098948904356348e+03 -2.320671064249382653e+03 1.739999999999999991e+00
-2.320659640312196188e+03 1.942135632443781734e+00 -5.869999999999858886e+00 3.000000000000000000e+02 -2.301171296573806558e+03 -2.312746745252166420e+03 3.266666666666666607e-01
-2.312746379325653379e+03 4.622209820164504102e+00 -5.873333333333191852e+00 3.000000000000000000e+02 -2.266191802090449073e+03 -2.277770584102142038e+03 1.953333333333333366e+00
-2.277770584102142038e+03 1.791931624378622701e+01 -5.876666666666524819e+00 3.000000000000000000e+02 -2.247554460339852540e+03 -2.259136575684879062e+03 7.333333333333332815e-01
-2.259136575676800021e+03 2.065541972429033279e+01 -5.879999999999857785e+00 3.000000000000000000e+02 -2.244255196265394261e+03 -2.255840644943753887e+03 9.799999999999999822e-01
-2.255804280651825593e+03 1.746870439085023818e+01 -5.883333333333190751e+00 3.000000000000000000e+02 -2.241507271301495166e+03 -2.253096053313188349e+03 7.066666666666666652e-01
-2.253031525862227682e+03 2.099049394884711095e+00 -5.886666666666523717e+00 3.000000000000000000e+02 -2.236251505179212927e+03 -2.247843620524239213e+03 1.613333333333333286e+00
-2.247838052364733812e+03 3.793918944804802074e+00 -5.889999999999856684e+00 3.000000000000000000e+02 -2.224172804151438868e+03 -2.235768252829798712e+03 4.000000000000000222e-01
-2.235768247099841119e+03 9.378538660488992207e+00 -5.893333333333189650e+00 3.000000000000000000e+02 -2.205103081830173323e+03 -2.216701863841866270e+03 4.066666666666666763e-01
-2.216701863836623488e+03 1.158585862315238835e+01 -5.896666666666522616e+00 3.000000000000000000e+02 -2.163191244293886484e+03 -2.174793359638912989e+03 1.000000000000000000e+00
-2.174793359638912989e+03 2.412164718138619435e+01 -5.899999999999855582e+00 3.000000000000000000e+02 -2.158265036513374071e+03 -2.169870485191733678e+03 1.126666666666666705e+00
-2.169863233369864247e+03 1.766262918721482222e+01 -5.903333333333188548e+00 3.000000000000000000e+02 -2.157415865064761419e+03 -2.169024647076454585e+03 5.533333333333333437e-01
-2.168665350684582791e+03 1.486163605283919775e+00 -5.906666666666521515e+00 3.000000000000000000e+02 -2.156890772510641000e+03 -2.168502887855667268e+03 1.780000000000000027e+00
-2.167887676440243013e+03 1.708071862903395965e+00 -5.909999999999854481e+00 3.000000000000000000e+02 -2.123892916683971634e+03 -2.135508365362331460e+03 1.239999999999999991e+00
-2.135508365362331460e+03 1.733537045005906307e+01 -5.913333333333187447e+00 3.000000000000000000e+02 -2.118873372703928453e+03 -2.130492154715621382e+03 9.333333333333333481e-01
-2.130485546993707430e+03 1.516498460967239481e+01 -5.916666666666520413e+00 3.000000000000000000e+02 -2.111687646287805819e+03 -2.123309761632832306e+03 8.266666666666666607e-01
-2.123308997040436225e+03 1.684741883049632705e+01 -5.919999999999853380e+00 3.000000000000000000e+02 -2.107981042982368308e+03 -2.119606491660727897e+03 1.486666666666666581e+00
-2.119582129188308045e+03 1.370058170070690906e+01 -5.923333333333186346e+00 3.000000000000000000e+02 -2.095779819441428572e+03 -2.107408601453121719e+03 1.833333333333333259e+00
-2.107408596287733417e+03 6.889704972641616187e+00 -5.926666666666519312e+00 3.000000000000000000e+02 -2.062781641507756376e+03 -2.074413756852782626e+03 1.679999999999999938e+00
-2.074413756852782626e+03 2.001020515173557968e+01 -5.929999999999852278e+00 3.000000000000000000e+02 -2.061766776746488176e+03 -2.073402225424847984e+03 1.413333333333333330e+00
-2.073092051967073530e+03 1.263067875778802041e+01 -5.933333333333185244e+00 3.000000000000000000e+02 -2.052083796702214840e+03 -2.063722578713907751e+03 9.733333333333333837e-01
-2.063722493429242604e+03 4.453103891551435822e+00 -5.936666666666518211e+00 3.000000000000000000e+02 -2.044860160029818417e+03 -2.056502275374844885e+03 1.653333333333333321e+00
-2.056501543999501337e+03 6.553653900341709360e+00 -5.939999999999851177e+00 3.000000000000000000e+02 -2.034179271721049645e+03 -2.045824720399409443e+03 1.873333333333333295e+00
-2.045824697326125261e+03 8.562345244847024972e+00 -5.943333333333184143e+00 3.000000000000000000e+02 -2.033355579499820806e+03 -2.045004361511513935e+03 1.646666666666666723e+00
-2.044639521350707582e+03 9.076761041336776970e+00 -5.946666666666517109e+00 3.000000000000000000e+02 -2.021587435086445566e+03 -2.033239550431472026e+03 1.133333333333333304e+00
-2.033239539235724351e+03 1.040301692580723625e+01 -5.949999999999850075e+00 3.000000000000000000e+02 -2.020160550174145101e+03 -2.031815998852504890e+03 1.513333333333333419e+00
-2.031600194350474339e+03 1.262888389551625634e+00 -5.953333333333183042e+00 3.000000000000000000e+02 -2.019688116350732344e+03 -2.031346898362425463e+03 1.813333333333333242e+00
-2.030772400666807016e+03 1.169401559103046440e+00 -5.956666666666516008e+00 3.000000000000000000e+02 -2.017017079691707295e+03 -2.028679195036733745e+03 1.573333333333333250e+00
-2.028562932021995039e+03 1.596184198300151236e+00 -5.959999999999848974e+00 3.000000000000000000e+02 -2.005796552879009823e+03 -2.017462001557369604e+03 1.946666666666666767e+00
-2.017461986459214813e+03 4.767162944027645288e+00 -5.963333333333181940e+00 3.000000000000000000e+02 -1.990775557679990470e+03 -2.002444339691683581e+03 4.933333333333333459e-01
-2.002444339391132189e+03 6.264918706395162573e+00 -5.966666666666514907e+00 3.000000000000000000e+02 -1.982695355078077682e+03 -1.994367470423104123e+03 1.799999999999999933e-01
-1.994367159829198499e+03 7.998516628909094983e+00 -5.969999999999847873e+00 3.000000000000000000e+02 -1.976967324542795041e+03 -1.988642773221154812e+03 6.600000000000000311e-01
-1.988639513185246415e+03 8.708654651624369691e+00 -5.973333333333180839e+00 3.000000000000000000e+02 -1.974556131382923468e+03 -1.986234913394616569e+03 1.633333333333333304e+00
-1.986148459013778620e+03 5.141776814113316441e+00 -5.976666666666513805e+00 3.000000000000000000e+02 -1.971326577438973800e+03 -1.983008692784000232e+03 8.266666666666666607e-01
-1.982966310806265255e+03 3.433445202068805102e+00 -5.979999999999846771e+00 3.000000000000000000e+02 -1.970763340647780979e+03 -1.982448789326140741e+03 1.933333333333333293e-01
-1.981981291391927016e+03 3.620092073755996953e+00 -5.983333333333179738e+00 3.000000000000000000e+02 -1.970391542537564192e+03 -1.982080324549257284e+03 1.846666666666666679e+00
-1.981336435344904658e+03 1.312613443525721957e+00 -5.986666666666512704e+00 3.000000000000000000e+02 -1.964578507070132673e+03 -1.976270622415159096e+03 3.800000000000000044e-01
-1.976264333451986658e+03 2.677840495917011232e+00 -5.989999999999845670e+00 3.000000000000000000e+02 -1.959860747946179799e+03 -1.971556196624539552e+03 2.999999999999999889e-01
-1.971547215505124768e+03 2.904712950661609394e+00 -5.993333333333178636e+00 3.000000000000000000e+02 -1.957057355107702278e+03 -1.968756137119395362e+03 8.800000000000000044e-01
-1.968696590712662328e+03 2.415980233622171180e+00 -5.996666666666511603e+00 3.000000000000000000e+02 -1.955637761109367602e+03 -1.967339876454394016e+03 1.799999999999999933e-01
-1.967110746469610149e+03 2.179095183854214746e+00 -5.999999999999844569e+00 3.000000000000000000e+02 -1.945411718114503856e+03 -1.957117166792863600e+03 4.933333333333333459e-01
-1.957117121101557814e+03 4.955380333048461594e+00 -6.003333333333177535e+00 3.000000000000000000e+02 -1.942814238449709364e+03 -1.954523020461402439e+03 1.653333333333333321e+00
-1.954450966775201323e+03 3.304421803850832617e+00 -6.006666666666510501e+00 3.000000000000000000e+02 -1.941324945576950540e+03 -1.953037060921976945e+03 1.233333333333333393e+00
-1.952819379014170863e+03 1.683278893850808089e+00 -6.009999999999843467e+00 3.000000000000000000e+02 -1.933517413994609569e+03 -1.945232862672969304e+03 1.793333333333333224e+00
-1.945232355556526272e+03 4.291280602664198973e+00 -6.013333333333176434e+00 3.000000000000000000e+02 -1.931746328292723092e+03 -1.943465110304416157e+03 6.666666666666666574e-02
-1.943307420585674208e+03 3.537791974332572309e+00 -6.016666666666509400e+00 3.000000000000000000e+02 -1.927018526873072460e+03 -1.938740642218098856e+03 1.906666666666666732e+00
-1.938730304454320958e+03 2.831680571983978822e+00 -6.019999999999842366e+00 3.000000000000000000e+02 -1.900936009162260689e+03 -1.912661457840620415e+03 1.853333333333333277e+00
-1.912661457840615640e+03 1.405470998414040551e+01 -6.023333333333175332e+00 3.000000000000000000e+02 -1.898387226191903437e+03 -1.910116008203596493e+03 2.466666666666666730e-01
-1.910040494713802900e+03 8.813269548671215148e+00 -6.026666666666508299e+00 3.000000000000000000e+02 -1.895058826525329323e+03 -1.906790941870355709e+03 1.073333333333333250e+00
-1.906752883804112798e+03 9.634673599003235722e+00 -6.029999999999841265e+00 3.000000000000000000e+02 -1.886345415651160465e+03 -1.898080864329520182e+03 1.386666666666666714e+00
-1.898080693031399733e+03 3.788402323963095064e+00 -6.033333333333174231e+00 3.000000000000000000e+02 -1.880389976183511408e+03 -1.892128758195204455e+03 7.866666666666666252e-01
