Tcmb TR Beta
2.728282888796899286e+00 1.197654650380190811e+00 -2.595064591706397472e+00
2.727590746747740713e+00 1.352918541823655119e+00 -2.649317231849207310e+00
2.727305079385686337e+00 1.202955479824842966e+00 -2.610897669101510665e+00
2.729790847415982213e+00 1.017894280447002586e+00 -2.671772633256068730e+00
2.732097416475763652e+00 1.173694753684738412e+00 -2.635504807227464497e+00
2.735634064473188687e+00 1.172707529065428744e+00 -2.624212056840885765e+00
2.729161682994323712e+00 1.192065912679227901e+00 -2.644713627015153001e+00
2.730587999078158301e+00 1.267658369828188913e+00 -2.622475175717665863e+00
2.736730683944306186e+00 9.552105039164372480e-01 -2.653052318217227423e+00
2.729818053397680799e+00 1.239190860584974407e+00 -2.603421662957309479e+00
2.729994251578990561e+00 1.196782920003447881e+00 -2.609708116041780102e+00
2.723629687133892308e+00 1.411594979811206185e+00 -2.579725163732154769e+00
2.726166337765260295e+00 1.261002249069942849e+00 -2.633353759638379366e+00
2.731201487446965004e+00 9.993034068956254679e-01 -2.677406588447775349e+00
2.729403136981589650e+00 1.295923961078790931e+00 -2.576260730096134210e+00
2.729565609234259504e+00 1.229550983196758152e+00 -2.644496605188312088e+00
2.735428597376615034e+00 1.157581460695281006e+00 -2.646414118840158203e+00
2.728539247097103271e+00 1.144037770177700919e+00 -2.624644751507650753e+00
2.728222724213193118e+00 1.423810962668942803e+00 -2.563226023521774977e+00
2.731731649480062529e+00 1.135536804254016818e+00 -2.597770451660545987e+00
2.731663847861903083e+00 1.100776581764374429e+00 -2.607280309168094057e+00
2.730106690357454013e+00 1.120990328100664568e+00 -2.594581621247940006e+00
2.730752380686098491e+00 1.540394107089154918e+00 -2.600408496718501716e+00
2.731952045864370682e+00 1.062032530487911242e+00 -2.567099916615101840e+00
2.734584428170485193e+00 1.114556379341530068e+00 -2.648337508883309432e+00
2.728909040821693388e+00 1.287621562445210976e+00 -2.590630208461290884e+00
2.725822641585363471e+00 1.135014730381410430e+00 -2.638596462831715783e+00
2.724424566317708241e+00 1.168476786491336572e+00 -2.613599921037581097e+00
2.732923292858035147e+00 1.162626433961747363e+00 -2.605496067017956996e+00
2.734342921404393945e+00 1.203087680189986575e+00 -2.620190131511340503e+00
2.728246336980914677e+00 1.157987488115335584e+00 -2.610271115546193066e+00
2.726425933454707184e+00 1.431486632308990314e+00 -2.609745627054747885e+00
2.731611902757583366e+00 1.267124138977664627e+00 -2.592329168042590837e+00
2.736362010370491760e+00 1.411295146962753266e+00 -2.572642391876097889e+00
2.727027116304190812e+00 1.203007508222531552e+00 -2.605030709942928624e+00
2.732064413201289899e+00 1.025395916150179110e+00 -2.666382810110325963e+00
2.735912299708262996e+00 1.131188784936032032e+00 -2.628315373157753321e+00
2.731601030512619932e+00 1.271239265186172140e+00 -2.620352099436101589e+00
2.731491354994168841e+00 9.251191567255945269e-01 -2.670720451661114048e+00
2.729058782655569892e+00 1.092042887475670687e+00 -2.654693713009733003e+00
2.736195060056608064e+00 1.250396077152021057e+00 -2.587919136531569464e+00
2.729519833038653864e+00 1.225466161098235141e+00 -2.641795815121200874e+00
2.730717981944120964e+00 1.017027152937704848e+00 -2.648295261071627493e+00
2.726122299395863369e+00 1.153322098455007660e+00 -2.616669301171224760e+00
2.733056658850326226e+00 1.140623748060894282e+00 -2.568379272846412320e+00
2.732535034860328338e+00 1.118646947420853355e+00 -2.635814240359622751e+00
2.728486480271832271e+00 1.114173662287983868e+00 -2.651148055178559559e+00
2.738455128403352479e+00 1.168482531370877542e+00 -2.597661407032914482e+00
2.730358727157585097e+00 1.185715627329967159e+00 -2.638512279420936579e+00
2.728715851650205249e+00 1.227610682246003782e+00 -2.650677615642186069e+00
2.721891342371502986e+00 1.257367476316433086e+00 -2.642619945486920585e+00
2.726107602477306990e+00 1.167814808296505857e+00 -2.588683534911605300e+00
2.730421352141759961e+00 1.208767526221589339e+00 -2.566514699126317467e+00
2.723984839931044011e+00 1.125480114524270547e+00 -2.588103004143834873e+00
2.726046743233513148e+00 1.256032672512361836e+00 -2.569237509528095487e+00
2.730559244082297887e+00 1.114214334490785774e+00 -2.654930912927503606e+00
2.737604161632261501e+00 1.070152797139030332e+00 -2.674853498451187583e+00
2.730480902192107262e+00 1.305016338705191625e+00 -2.601540185887991186e+00
2.733246369857342373e+00 1.305657448644617524e+00 -2.614326781355321927e+00
2.720781028788905154e+00 1.301612729947565050e+00 -2.569261584343579763e+00
2.729332050616258165e+00 1.335598453076050296e+00 -2.548523362948358795e+00
2.728215948767102716e+00 1.180023441099557147e+00 -2.603957523780819017e+00
2.732380963295604204e+00 1.231710485946535760e+00 -2.601895431846218187e+00
2.735495788154051588e+00 1.077433176686622973e+00 -2.675336832610245352e+00
2.735457598840003168e+00 1.143382030126866900e+00 -2.650658419728422643e+00
2.731926616454827261e+00 1.156290808504249146e+00 -2.602120286047489017e+00
2.729157365369316857e+00 1.126642716561341517e+00 -2.584459096148035151e+00
2.735563756798992330e+00 1.164867578047767305e+00 -2.664373265219042608e+00
2.728410082749482157e+00 1.231385407026789780e+00 -2.612741777795588582e+00
2.733922316716408396e+00 1.069131868966311183e+00 -2.649670127142250919e+00
2.725359732811023505e+00 1.182681824217772126e+00 -2.589818041237400337e+00
2.730728516120513039e+00 1.252277782823719710e+00 -2.623139772290930871e+00
2.724886960095282085e+00 1.162228564687393551e+00 -2.604576705819265037e+00
2.731802826655733707e+00 1.099514136810382015e+00 -2.594478022935731154e+00
2.732796283369467449e+00 1.003551184265163210e+00 -2.671148774509390478e+00
2.730249741949044129e+00 1.269588621959939712e+00 -2.635900311946089758e+00
2.727929186702797271e+00 1.285294690228957482e+00 -2.624953088349863073e+00
2.725904993901837159e+00 1.374155600136460986e+00 -2.533858654092981944e+00
2.727057456750690001e+00 1.199705715104741444e+00 -2.598965825928693185e+00
2.728151771787612034e+00 1.168267319557755535e+00 -2.634299426594600035e+00
2.720204871815105729e+00 1.343354972118086854e+00 -2.579445732393889301e+00
2.725578432746664781e+00 1.431367494103941151e+00 -2.623073472171441267e+00
2.734155920291945208e+00 1.138544748400865947e+00 -2.657891726263289733e+00
2.730794146811101886e+00 1.133081736772916459e+00 -2.647627153600591754e+00
2.728261162735767353e+00 1.122090935886130403e+00 -2.619347178266194121e+00
2.723268201488063589e+00 1.378914499108442326e+00 -2.500766030160531450e+00
2.727929186702797271e+00 1.285294690228957482e+00 -2.624953088349863073e+00
2.728906609308507036e+00 1.344076023214284543e+00 -2.604334099083343901e+00
2.724155365012804086e+00 1.198565932210539975e+00 -2.580798779790404396e+00
2.732535034860328338e+00 1.118646947420853355e+00 -2.635814240359622751e+00
2.728451400002158245e+00 1.299864979509594676e+00 -2.632643210595593253e+00
2.735428597376615034e+00 1.157581460695281006e+00 -2.646414118840158203e+00
2.727195926134868387e+00 1.245869315524363641e+00 -2.634684766136326850e+00
2.730649009283706796e+00 1.159279758384452297e+00 -2.544071262396847999e+00
2.733476132355061150e+00 1.081214666490528442e+00 -2.653545586706505865e+00
2.724245346557218284e+00 1.542614744575632191e+00 -2.583416320889710960e+00
2.728080985599948161e+00 1.336122021165166984e+00 -2.529367224375413059e+00
2.731163532633968494e+00 1.122870842141229897e+00 -2.665532969824977449e+00
2.730106690357454013e+00 1.120990328100664568e+00 -2.594581621247940006e+00
2.726929149929344653e+00 1.149703848375937865e+00 -2.540382000761804093e+00
2.729669876703479048e+00 1.286899083418051370e+00 -2.581451009524482032e+00
2.734531974228713747e+00 9.503925069228074118e-01 -2.667298920449898247e+00
2.726340414774072851e+00 1.356880257626963404e+00 -2.604156626259957363e+00
2.729286556205512415e+00 1.059635016478815306e+00 -2.598998325791312070e+00
2.726485413943313230e+00 1.286197149651118199e+00 -2.637943695573056857e+00
2.728254058419967709e+00 1.141518367038783843e+00 -2.559907654036813085e+00
2.725958852963835000e+00 1.179667228454422068e+00 -2.587931273409843413e+00
2.734585778886380769e+00 1.149442451756995887e+00 -2.635305523744781553e+00
2.735231872838052691e+00 1.004404251417406524e+00 -2.679661818843128707e+00
2.724321375592098082e+00 1.272055980245181406e+00 -2.615466525091045824e+00
2.726486311236459237e+00 1.360991230974009092e+00 -2.563413917447280532e+00
2.729051385294773979e+00 1.201549802059413086e+00 -2.602124693940675471e+00
2.733197644702666906e+00 1.025781125607382327e+00 -2.630321707171498602e+00
2.727195926134868387e+00 1.245869315524363641e+00 -2.634684766136326850e+00
2.724677277733587477e+00 1.302690182372412186e+00 -2.604665124623604555e+00
2.728709707508063076e+00 1.270768262957475692e+00 -2.618847904937792848e+00
2.733394242904274130e+00 1.216542359329046308e+00 -2.617086515657160106e+00
2.737039316239836317e+00 1.038360457105609314e+00 -2.580464676908635013e+00
2.727849384146961320e+00 1.184127312784710062e+00 -2.594603378123254700e+00
2.727421411004239182e+00 1.366607947820562607e+00 -2.541419125837217408e+00
2.735302253569907194e+00 1.082976347970146414e+00 -2.677894797688223250e+00
2.734950791321177910e+00 1.021695610758157180e+00 -2.610562674848302400e+00
2.723345691525315360e+00 1.370673038290004975e+00 -2.636107702998906177e+00
2.722469677062869131e+00 1.309040277830633148e+00 -2.607093676286188710e+00
2.722929373367637851e+00 1.319743516026834707e+00 -2.577872339208790997e+00
2.725799067478605231e+00 1.277341240997439398e+00 -2.579478841446403159e+00
2.726876330837963547e+00 1.211371430460350229e+00 -2.639265926331488821e+00
2.727406352116630739e+00 1.144504012997662468e+00 -2.630969943219195528e+00
2.724321375592098082e+00 1.272055980245181406e+00 -2.615466525091045824e+00
2.734009350852652620e+00 1.156254456195076497e+00 -2.628459593784581827e+00
2.736274795463388809e+00 8.677073379440811696e-01 -2.719367409137641189e+00
2.722351138055100872e+00 1.245950595673323891e+00 -2.582578106337657609e+00
2.729516166782590236e+00 1.045024366304659003e+00 -2.681480722354231183e+00
2.722469677062869131e+00 1.309040277830633148e+00 -2.607093676286188710e+00
2.727626753907195667e+00 1.307370657355088062e+00 -2.579249164291631757e+00
2.727974896600853683e+00 1.250707767744148491e+00 -2.585348369516785816e+00
2.731704375386894146e+00 1.034742482169409339e+00 -2.613868872347502759e+00
2.731435065114416361e+00 1.180096580617166602e+00 -2.616537199866307617e+00
2.721465986215045429e+00 1.420875847638165101e+00 -2.556639105016873970e+00
2.733023686612972902e+00 1.169607263058093150e+00 -2.625264923190824717e+00
2.728282888796899286e+00 1.197654650380190811e+00 -2.595064591706397472e+00
2.732362492457207193e+00 1.054285656972682395e+00 -2.662003753531351435e+00
2.728252655947306593e+00 1.226124151903300374e+00 -2.605253535163222445e+00
2.725828812854722116e+00 1.087736691390562616e+00 -2.600435431628023153e+00
2.725015780387968434e+00 1.014030856347750253e+00 -2.579045661380376941e+00
2.728399120320967430e+00 1.196452280846188598e+00 -2.639149231307041710e+00
2.734590617281502212e+00 1.307804182980062180e+00 -2.592137264627288218e+00
2.728649070096791807e+00 9.851741287618909215e-01 -2.674631590908703060e+00
2.734871642623225796e+00 1.093808040108716462e+00 -2.658821838692096762e+00
2.725815606883084996e+00 1.328246800227725677e+00 -2.592840808855427781e+00
2.726399913977718192e+00 1.294628988702562156e+00 -2.553931015468402066e+00
2.729988989751246375e+00 1.259726374668922233e+00 -2.614794956206942800e+00
2.726705506951761393e+00 1.455551761727916560e+00 -2.600003839719178700e+00
2.733876288592123949e+00 1.070685786450685573e+00 -2.623283766969617403e+00
2.726578704246665374e+00 1.450000893288700521e+00 -2.492519484622215842e+00
2.725224186357848133e+00 1.356538086130901766e+00 -2.587765810021986468e+00
2.727972492256163228e+00 1.134464626385589536e+00 -2.580669544160975271e+00
2.732814894576491849e+00 9.969121787215264874e-01 -2.639605150609477313e+00
2.730127317191243463e+00 1.273745120369016881e+00 -2.539766740900669895e+00
2.722469677062869131e+00 1.309040277830633148e+00 -2.607093676286188710e+00
2.727889332229986863e+00 1.143823295998015022e+00 -2.634728121199524153e+00
2.728071385267443194e+00 1.362570065327663116e+00 -2.557481745778810378e+00
2.723444133813385903e+00 1.156063209365246758e+00 -2.599007307797628563e+00
2.725904993901837159e+00 1.374155600136460986e+00 -2.533858654092981944e+00
2.726320320141515374e+00 1.274373044538873678e+00 -2.641924746116046663e+00
2.733222837740443278e+00 9.468007812653247424e-01 -2.654374834084817891e+00
2.734020857946060534e+00 1.166317059566210679e+00 -2.652300640369178453e+00
2.739451061455946856e+00 1.042350830425256447e+00 -2.629432738268155489e+00
2.726140352005770318e+00 1.326452349510042428e+00 -2.568159835449054462e+00
2.736161353347194680e+00 9.937960900877700343e-01 -2.672474087907722229e+00
2.735563756798992330e+00 1.164867578047767305e+00 -2.664373265219042608e+00
2.726472403415562962e+00 1.309415855204854040e+00 -2.526214199769231783e+00
2.730990351052347442e+00 1.298285111123340441e+00 -2.594512109812265876e+00
2.729443463445821116e+00 1.262251806555843903e+00 -2.631135140341650747e+00
2.728254058419967709e+00 1.141518367038783843e+00 -2.559907654036813085e+00
2.730499378896026563e+00 1.166426534453732566e+00 -2.627900219202789600e+00
2.728999045687837466e+00 1.286561994909170226e+00 -2.660309557342987574e+00
2.731300476603780059e+00 1.239562971521298351e+00 -2.624471942978169992e+00
2.730470265155849230e+00 1.205620569798296238e+00 -2.625940669467769162e+00
2.731896146685397042e+00 1.096233434602303713e+00 -2.628617401909801643e+00
2.734277680554080714e+00 1.132186943287535774e+00 -2.668910459357016762e+00
2.728399120320967430e+00 1.196452280846188598e+00 -2.639149231307041710e+00
2.734950791321177910e+00 1.021695610758157180e+00 -2.610562674848302400e+00
2.727219660056327655e+00 1.193182604130251567e+00 -2.582904111727072127e+00
2.732380963295604204e+00 1.231710485946535760e+00 -2.601895431846218187e+00
2.726278498675073436e+00 1.370134648053086046e+00 -2.590477971667745294e+00
2.738617593794339555e+00 1.170975615866180153e+00 -2.647583583499805826e+00
2.733247482370635417e+00 1.064809190060271415e+00 -2.598233197722383814e+00
2.728787885497086840e+00 1.314818569925591207e+00 -2.582400478028760382e+00
2.732915097680693961e+00 1.200054631334943167e+00 -2.615271100598185683e+00
2.731849260268291335e+00 1.174164859169261277e+00 -2.611986295473419872e+00
2.731849260268291335e+00 1.174164859169261277e+00 -2.611986295473419872e+00
2.728246100059581458e+00 1.409618522784126249e+00 -2.587144151691759042e+00
2.733270531744833587e+00 1.073305912398009765e+00 -2.631544800106979665e+00
2.726562982411786518e+00 1.281566029588981026e+00 -2.637951901944484590e+00
2.731489173173875074e+00 1.128147839751066694e+00 -2.643299205678095731e+00
2.727972492256163228e+00 1.134464626385589536e+00 -2.580669544160975271e+00
2.739475578279635837e+00 1.210639656912504414e+00 -2.638788297387373305e+00
2.728254058419967709e+00 1.141518367038783843e+00 -2.559907654036813085e+00
2.737460604147521348e+00 1.017777265760298810e+00 -2.654656082183387333e+00
2.726705506951761393e+00 1.455551761727916560e+00 -2.600003839719178700e+00
2.729832590432392347e+00 1.239823065453109718e+00 -2.592645459477221692e+00
2.723568115736749284e+00 1.250154556546365425e+00 -2.606482516464040167e+00
2.720451551783618527e+00 1.512622778746769425e+00 -2.537018776637912865e+00
2.725862723472232130e+00 1.257388618415584913e+00 -2.586443181620218468e+00
2.729881391251527845e+00 1.356705445384606801e+00 -2.562291542923774479e+00
2.729105279504830950e+00 1.053744874363501172e+00 -2.539567024162821873e+00
2.732830649210877372e+00 1.176557660643159586e+00 -2.655980034290173819e+00
2.728715851650205249e+00 1.227610682246003782e+00 -2.650677615642186069e+00
2.733966378646172757e+00 9.355163003154715051e-01 -2.637865600866263982e+00
2.729214949082997776e+00 1.254364776788737146e+00 -2.622848642295804389e+00
2.727914950553238960e+00 1.307889235004631168e+00 -2.538771833245313303e+00
2.728071129206508516e+00 1.212475139710188055e+00 -2.633148790204132617e+00
2.726705506951761393e+00 1.455551761727916560e+00 -2.600003839719178700e+00
2.730628353281471909e+00 1.103903881931465492e+00 -2.703314271936964275e+00
2.725729594002686440e+00 1.234512559775468921e+00 -2.573740272578834976e+00
2.730707273572313021e+00 1.192003752956574125e+00 -2.669499236787590490e+00
2.731628050225160642e+00 1.105769111763763801e+00 -2.566806630508481568e+00
2.726289704146783066e+00 1.290284335214360256e+00 -2.642717333201394680e+00
2.731651821319683648e+00 1.146801207567596848e+00 -2.634708082636568527e+00
2.723138852742966520e+00 1.390000878578185883e+00 -2.552769311134660768e+00
2.730033284225912737e+00 1.282973372031123827e+00 -2.630026910193259404e+00
2.736793316303595791e+00 1.151040021975537009e+00 -2.593218647110941966e+00
2.724411346609028506e+00 1.211727827793201095e+00 -2.633488973911908282e+00
2.724723209258514522e+00 1.449968295502316318e+00 -2.544852328414869191e+00
2.728321509049279392e+00 1.215051008890821960e+00 -2.614502380253012070e+00
2.733842235747665939e+00 1.167250559030414525e+00 -2.644810351480481714e+00
2.731305195600384650e+00 1.402789940588784923e+00 -2.568305996086504450e+00
2.727929275183786473e+00 1.406628536788537165e+00 -2.538011595986122693e+00
2.733338435184324400e+00 9.762028762141015115e-01 -2.583855490288852863e+00
2.729519833038653864e+00 1.225466161098235141e+00 -2.641795815121200874e+00
2.728467684284984429e+00 1.299940474972170801e+00 -2.613889271350088528e+00
2.727663945887029762e+00 1.277537002877644268e+00 -2.630905024346374077e+00
2.724214280461752402e+00 1.356563548997802071e+00 -2.542123008104899995e+00
2.724971178331186294e+00 1.272979607962692938e+00 -2.588852725406754374e+00
2.731361498244678110e+00 1.400386359322874918e+00 -2.595749262641930066e+00
2.729719610498633653e+00 1.112214509069755497e+00 -2.629384424584046087e+00
2.729605511168756049e+00 1.193775891756778673e+00 -2.613480829027157171e+00
2.732177046144641075e+00 1.265033576333883580e+00 -2.636617557620626329e+00
2.731952045864370682e+00 1.062032530487911242e+00 -2.567099916615101840e+00
2.723030861747907760e+00 1.360282790827511912e+00 -2.560103731224129042e+00
2.727013209567354046e+00 1.360436549913878190e+00 -2.634818884441118669e+00
2.729747166382457735e+00 1.201776779578330956e+00 -2.627222563283050150e+00
2.728808376131589775e+00 1.414152586677807744e+00 -2.616626690524251231e+00
2.728173961249982238e+00 1.221334653445770524e+00 -2.618612277972733438e+00
2.734147428930422841e+00 1.054942801572170019e+00 -2.634169213663025033e+00
2.734910976148085648e+00 9.937469008341708321e-01 -2.714844346629607941e+00
2.730480902192107262e+00 1.305016338705191625e+00 -2.601540185887991186e+00
2.726973961928003565e+00 1.335630324468042751e+00 -2.604050523128330852e+00
2.726954020845813620e+00 1.320852098472077296e+00 -2.563672887326528205e+00
2.728735476378817637e+00 1.002847573863423936e+00 -2.666957665589971604e+00
2.724886960095282085e+00 1.162228564687393551e+00 -2.604576705819265037e+00
2.728119477923526937e+00 1.276782250443004862e+00 -2.591447939834200298e+00
2.728250860156568258e+00 1.260764644982880878e+00 -2.605045597796240564e+00
2.737543646431916500e+00 1.026824520938332874e+00 -2.646011263643559985e+00
2.731021713077484314e+00 1.178987881160868723e+00 -2.620027676876012457e+00
2.736779187263089330e+00 1.074642745106354269e+00 -2.610322419397506977e+00
2.729058782655569892e+00 1.092042887475670687e+00 -2.654693713009733003e+00
2.727670920478402206e+00 1.227984510004777707e+00 -2.640444860676267602e+00
2.727276711644599061e+00 1.383535043713294277e+00 -2.614839003603529832e+00
2.725151662195855362e+00 1.583659407742658676e+00 -2.572747959294074072e+00
2.733456415521957172e+00 1.041730798924964230e+00 -2.572753833880810248e+00
2.730865398229122665e+00 1.159605780694179078e+00 -2.639131494754120233e+00
2.722929373367637851e+00 1.319743516026834707e+00 -2.577872339208790997e+00
2.729239034382596962e+00 1.263575909867746594e+00 -2.608898072478311292e+00
2.730599135257580468e+00 1.054880659831247680e+00 -2.659465429336113296e+00
2.724286080013072819e+00 1.485085203983175894e+00 -2.573797553176387254e+00
2.732029547369911882e+00 1.191140173317727369e+00 -2.658470462582003258e+00
2.720388621062373780e+00 1.355142533104239932e+00 -2.537740515876492964e+00
2.731360723534348001e+00 1.123670156292852607e+00 -2.652280917822414708e+00
2.723855807109798910e+00 1.277818829249353971e+00 -2.597909551488509550e+00
2.731731170925581154e+00 1.237180686696169429e+00 -2.613294552917784230e+00
2.725911542168742319e+00 1.346048311449932644e+00 -2.635671434653547252e+00
2.721890403197353425e+00 1.388098079131391049e+00 -2.636922878894242039e+00
2.732771538318360172e+00 1.113255693400278856e+00 -2.657547750444487988e+00
2.732796283369467449e+00 1.003551184265163210e+00 -2.671148774509390478e+00
2.725672569641899745e+00 1.418833719801498194e+00 -2.567763931655967724e+00
2.726872686317189487e+00 1.357258228715606307e+00 -2.576237485978590591e+00
2.729175339941825040e+00 1.217532145903031715e+00 -2.620147700009254343e+00
2.731184684666449591e+00 1.085308156985730799e+00 -2.657926602146948092e+00
2.737052030800910529e+00 1.121476271889636722e+00 -2.643439046439838513e+00
2.732603717106431240e+00 1.201450177621557369e+00 -2.589633088485675749e+00
2.729769052452162281e+00 1.264624204451404665e+00 -2.623820090620256451e+00
2.734237915647001582e+00 9.532393457198283793e-01 -2.683284220712135237e+00
2.728624817658548807e+00 1.159677473704242345e+00 -2.633106908837643090e+00
2.730816070654165095e+00 1.122395156053143772e+00 -2.653452675185691056e+00
2.735826162261136840e+00 1.221515112889875354e+00 -2.637731736222983514e+00
2.719934874726284590e+00 1.426438055264447557e+00 -2.551521173526278830e+00
2.735495788154051588e+00 1.077433176686622973e+00 -2.675336832610245352e+00
2.727133296573808430e+00 1.265676182437628139e+00 -2.586916026978375527e+00
2.722859793116340299e+00 1.375579852270880643e+00 -2.563196046681984086e+00
2.731491354994168841e+00 9.251191567255945269e-01 -2.670720451661114048e+00
2.728163237406469044e+00 1.309561116746796650e+00 -2.605186972829191205e+00
2.729456714400319672e+00 1.433611928173638361e+00 -2.555015551395742435e+00
2.733186581569436946e+00 1.000228728904935416e+00 -2.713873374730000343e+00
2.733521103816073605e+00 1.391162469700881310e+00 -2.607769885667392984e+00
2.728945145891517488e+00 1.175272326833001646e+00 -2.591006772958746041e+00
2.737119532091400576e+00 1.232102420409778132e+00 -2.646913093434620556e+00
2.726641472377635100e+00 1.143120310037244902e+00 -2.542548579405989884e+00
2.721966890365519642e+00 1.321486898087158801e+00 -2.613476852243591608e+00
2.723598083055354557e+00 1.222835350299960266e+00 -2.618175896140430226e+00
2.730781200703043865e+00 1.171166242540137459e+00 -2.633751207479290812e+00
2.723061060186897198e+00 1.465755758881007509e+00 -2.505964705579772911e+00
2.730645467739760690e+00 1.181064182075867830e+00 -2.589854767606729169e+00
2.735775412522670536e+00 1.129396600561944686e+00 -2.649744878170676721e+00
2.729264570222317943e+00 1.242358430481965703e+00 -2.624673648076329968e+00
2.735429186972239357e+00 1.316202603400847604e+00 -2.655834386258410618e+00
2.729724910432096863e+00 1.113806019440625850e+00 -2.648828727067287225e+00
2.725904993901837159e+00 1.374155600136460986e+00 -2.533858654092981944e+00
2.728790858885466353e+00 1.218538119842430989e+00 -2.632993244987476444e+00
2.727471736689688786e+00 1.338611133281341292e+00 -2.584130979827662600e+00
2.732740417657048226e+00 1.213192480080022007e+00 -2.635046537012172507e+00
2.730658702726409093e+00 1.308767687178322925e+00 -2.619554653957601786e+00
2.729611727729906345e+00 1.343904494329836163e+00 -2.618895946832743071e+00
2.727674607816720886e+00 1.322174266330550241e+00 -2.611955778259908989e+00
2.733408273173538738e+00 1.282586241257136273e+00 -2.625982677031136525e+00
2.729601353379484507e+00 1.215377593042089366e+00 -2.621536313870027612e+00
2.725815606883084996e+00 1.328246800227725677e+00 -2.592840808855427781e+00
2.732679897657854795e+00 1.183499515241428268e+00 -2.658449964362493034e+00
2.726410436284247396e+00 1.392215230902794421e+00 -2.581097845173921712e+00
2.724677277733587477e+00 1.302690182372412186e+00 -2.604665124623604555e+00
2.732362492457207193e+00 1.054285656972682395e+00 -2.662003753531351435e+00
2.722137481613133403e+00 1.356426892813139329e+00 -2.602605158541646091e+00
2.724840131849657343e+00 1.379089216281457198e+00 -2.538952515086619677e+00
2.730937800091064460e+00 1.146725538044597092e+00 -2.576618118855807715e+00
2.728632002626396602e+00 1.222041420637173470e+00 -2.609402139421407085e+00
2.728668567062285888e+00 1.287421801539087918e+00 -2.568782235480728815e+00
2.731298205012819391e+00 1.202688187929539687e+00 -2.595743813256258470e+00
2.728597460575705291e+00 1.161601880190737512e+00 -2.589620148792666221e+00
2.724929105248475203e+00 1.264304752234280294e+00 -2.632026968641520526e+00
2.733249838276774479e+00 1.275398187836733976e+00 -2.635159441716804274e+00
2.730635060919683443e+00 1.233487532468713788e+00 -2.593382614768491301e+00
2.728956317940754328e+00 1.299319035785492904e+00 -2.622160946305024609e+00
2.733298451986721389e+00 1.121718107862460290e+00 -2.667262067980239237e+00
2.726588437225911488e+00 1.189669115080813189e+00 -2.544833419531821406e+00
2.719790873851995361e+00 1.142447107466652900e+00 -2.586850358819553719e+00
2.729669876703479048e+00 1.286899083418051370e+00 -2.581451009524482032e+00
2.733409035198286041e+00 1.152574234650950213e+00 -2.669660423062513388e+00
2.719375450962027152e+00 1.412274913301259316e+00 -2.533082894360468629e+00
2.726202964979192345e+00 1.363929606317779486e+00 -2.555806748572100773e+00
2.725217806382587593e+00 1.384626454409072505e+00 -2.573111478467435376e+00
2.727010682287432708e+00 1.287157157459721368e+00 -2.591290867226257788e+00
2.727192033274556504e+00 1.196576661948897335e+00 -2.631868538218773423e+00
2.724835079925678194e+00 1.238907480506849179e+00 -2.609195006834021058e+00
2.730421352141759961e+00 1.208767526221589339e+00 -2.566514699126317467e+00
2.732269699411788988e+00 1.112254026186860534e+00 -2.600303874909794644e+00
2.722979152908379774e+00 1.421434986741163975e+00 -2.591884490696246601e+00
2.730874835686190050e+00 1.184649710417765345e+00 -2.560478510163654242e+00
2.733235801934287945e+00 1.100872837888033695e+00 -2.658469069422148223e+00
2.723267417254921607e+00 1.300519121887566909e+00 -2.551151436148431095e+00
2.728661098437693333e+00 1.252632231939763141e+00 -2.601447945139790718e+00
2.728491122736211416e+00 1.468926398887462792e+00 -2.588725556800451244e+00
2.731033883740725976e+00 1.104771935373470404e+00 -2.583012337774421852e+00
2.730249741949044129e+00 1.269588621959939712e+00 -2.635900311946089758e+00
2.730160753036564358e+00 1.020419307745472182e+00 -2.591392006446513463e+00
2.728291769266710798e+00 1.276039489521928250e+00 -2.566126006848923780e+00
2.727218791013266141e+00 1.290648344617241206e+00 -2.590952446517217567e+00
2.724312764029884093e+00 1.279436668511423125e+00 -2.603277622340877784e+00
2.726929149929344653e+00 1.149703848375937865e+00 -2.540382000761804093e+00
2.728430891978053552e+00 1.279022882310319353e+00 -2.642933890120724882e+00
2.729296607007568376e+00 1.187099399216967610e+00 -2.559737602260151235e+00
2.725254569975798624e+00 1.353643961023902165e+00 -2.546216920676790174e+00
2.730020267339017703e+00 1.185192916698150523e+00 -2.612680853864316255e+00
2.731256104834427934e+00 1.028923254239257901e+00 -2.651018877907576510e+00
2.732686719207154447e+00 1.104626881944170913e+00 -2.632271662589184658e+00
2.725849554715001233e+00 1.288078095571769444e+00 -2.594845133686790817e+00
2.726751623663123070e+00 1.068903949843301060e+00 -2.609165570597754780e+00
2.728372945433386487e+00 1.315610326917270090e+00 -2.667191839036617829e+00
2.728914248324839420e+00 1.169159296498676559e+00 -2.604733114157138374e+00
2.729881391251527845e+00 1.356705445384606801e+00 -2.562291542923774479e+00
2.732830649210877372e+00 1.176557660643159586e+00 -2.655980034290173819e+00
2.726399913977718192e+00 1.294628988702562156e+00 -2.553931015468402066e+00
2.731276180696410982e+00 9.462393243513240737e-01 -2.640258216998539353e+00
2.728851796470734392e+00 1.308096507705891920e+00 -2.584994524464478083e+00
2.728824302510801658e+00 1.274689350781137431e+00 -2.591115424341380091e+00
2.730990351052347442e+00 1.298285111123340441e+00 -2.594512109812265876e+00
2.728185612489371970e+00 1.337229842213238040e+00 -2.588850205966418017e+00
2.735845866088149503e+00 1.001899532990728980e+00 -2.671678326101718071e+00
