weight logl Tcmb TR Beta
0.000000000000000000e+00 -3.748659572881953121e+27 8.823655135254472315e-01 6.728955034131330892e-01 7.913727149222454793e-01
0.000000000000000000e+00 -2.950437938879136694e+27 1.464566734788286251e-01 7.778139349886609155e-01 7.884323720397097279e-01
0.000000000000000000e+00 -1.917727457475864717e+27 2.756666241152420094e-01 3.044691062362437917e-01 7.964606159095722893e-01
0.000000000000000000e+00 -1.617787811454075605e+27 5.497702076600519128e-02 5.759114226842512174e-01 7.884333331452632043e-01
0.000000000000000000e+00 -1.316216303946622171e+27 9.162069904768689321e-01 9.586158340128256850e-01 4.149421542198328261e-03
0.000000000000000000e+00 -9.925472855953178066e+26 4.546302790567394725e-01 6.519992231690802109e-01 7.843402747063367153e-01
0.000000000000000000e+00 -9.805646718573583542e+26 3.971199497673223444e-01 8.358629905019226980e-01 4.282629968232254392e-03
0.000000000000000000e+00 -5.543886192151362451e+26 7.324913904027117173e-01 1.012166674416863366e-01 8.018029651176330486e-01
0.000000000000000000e+00 -2.495036177018266538e+26 5.508856412700002814e-01 5.983340512795032318e-01 8.867947144733934195e-03
0.000000000000000000e+00 -2.416885364883048248e+26 9.429980385416316668e-01 7.701082786887056830e-01 1.238272198379675171e-02
0.000000000000000000e+00 -1.097161445395750992e+26 3.791175154115183910e-01 4.682560349341483574e-01 1.103809866134697337e-02
0.000000000000000000e+00 -7.762136459571132626e+25 1.418350208248541078e-01 8.114245510200258638e-01 2.050718552938657346e-02
0.000000000000000000e+00 -7.515292392479057631e+25 5.264124845628174176e-01 6.231930206483693446e-02 7.960896319753965056e-01
0.000000000000000000e+00 -6.870404780725796370e+25 1.523856342563777444e-01 3.434235735719728400e-01 1.004237834252907913e-02
0.000000000000000000e+00 -5.927670978235372468e+25 1.744606321987387521e-01 3.752529874181192993e-01 7.748222471628748442e-01
0.000000000000000000e+00 -4.363879519097724256e+25 1.831146403632876174e-01 8.003369389457423155e-01 2.409921942167592146e-02
0.000000000000000000e+00 -3.479257738370950742e+25 3.916851378219465829e-01 8.610808024181020315e-01 2.654151792556835865e-02
0.000000000000000000e+00 -2.602917301126969487e+25 9.086006037956910752e-01 1.786007925855147560e-01 7.834734980420532402e-03
0.000000000000000000e+00 -1.803353270562821562e+25 1.723631325489183297e-02 3.163615208468405493e-01 7.701078587834898626e-01
0.000000000000000000e+00 -5.122342651422033660e+24 1.407756572621323699e-01 3.279759596479137063e-01 2.644520316443088603e-02
0.000000000000000000e+00 -4.694633658956521593e+24 5.327308772244365720e-02 6.723983709862910718e-01 7.542530532033253632e-01
0.000000000000000000e+00 -4.430438418845100214e+24 7.584456799618626288e-01 6.327016256589825804e-01 7.546074156967781388e-01
0.000000000000000000e+00 -4.282122436533380580e+24 7.794325631923634257e-01 8.591788296300024719e-01 4.023519542753994926e-02
0.000000000000000000e+00 -4.277259794154966967e+24 9.725744594355392181e-01 9.456272609766642745e-01 4.149862478441757041e-02
0.000000000000000000e+00 -3.849931597953099025e+24 9.068984982169253639e-01 1.831021164950286106e-02 7.931903698819601223e-01
0.000000000000000000e+00 -3.715350777845149621e+24 4.908038196145958487e-02 9.023659588387179520e-01 7.496846063754886158e-01
0.000000000000000000e+00 -3.236848179466785358e+24 1.856323657745875266e-01 3.392365820896388051e-01 2.989411178892187326e-02
0.000000000000000000e+00 -2.456355644674432507e+24 2.367097959826806042e-01 6.099089001829877121e-01 3.938649735071297897e-02
0.000000000000000000e+00 -2.370779309962397378e+24 9.953201364111922134e-01 8.245240012638166416e-01 4.356860780151017298e-02
0.000000000000000000e+00 -2.163429429998385464e+24 8.854639878249600526e-01 4.092095107645343788e-02 4.824915499938686736e-03
0.000000000000000000e+00 -2.156847404433448760e+24 2.008108660886239738e-01 6.574260599796111215e-01 4.122110238001386318e-02
0.000000000000000000e+00 -1.845377598034200538e+24 8.458491586195969747e-01 8.746645187317918513e-01 4.598310587727671983e-02
0.000000000000000000e+00 -1.592868822609130928e+24 8.647190031021949608e-01 2.853909146647479744e-01 3.227441560484145544e-02
0.000000000000000000e+00 -1.265619070085371842e+24 9.630467125812409712e-01 3.653064590041286142e-01 3.701508152604815471e-02
0.000000000000000000e+00 -7.644643437002170963e+23 9.592732316539210879e-01 2.676415156457465638e-01 3.624191117960218200e-02
0.000000000000000000e+00 -7.023688762561511492e+23 8.633139940367318133e-02 6.442903841543778931e-01 7.441731018617669946e-01
0.000000000000000000e+00 -6.813247369198454136e+23 1.393080354905655849e-01 8.295284119056088867e-01 5.181583512334986263e-02
0.000000000000000000e+00 -6.620810030494984459e+23 4.993982744417426733e-01 3.421923219509738212e-01 7.508760683618441734e-01
0.000000000000000000e+00 -6.280827173165011315e+23 8.465167490858693800e-01 9.384851926018954460e-01 5.396561130900456860e-02
0.000000000000000000e+00 -4.552352417909137641e+23 7.971454938306716809e-01 2.465921541342825929e-01 3.856424453208007197e-02
0.000000000000000000e+00 -3.837952640745681212e+23 5.075878848181203384e-02 1.861880746517663443e-01 7.546092973196442122e-01
0.000000000000000000e+00 -3.533779851544409733e+23 7.310628443051994108e-01 4.803148767372659167e-01 4.895767778160631245e-02
0.000000000000000000e+00 -3.471419095148852129e+23 4.363387934587084072e-01 8.097211642080829330e-01 7.377183477306663573e-01
0.000000000000000000e+00 -3.431237875127860834e+23 4.591165863805860559e-01 2.226364070181670041e-01 7.520003900030063360e-01
0.000000000000000000e+00 -3.231284238415353925e+23 2.134695180223895594e-01 3.109503506861760469e-01 4.384751152885490999e-02
0.000000000000000000e+00 -3.148882383577242078e+23 8.691458466435124652e-01 2.097268760761568096e-01 7.521870327865032291e-01
0.000000000000000000e+00 -2.479465834182579082e+23 2.052709648060061509e-01 3.987846759338167235e-01 4.884163285788689635e-02
0.000000000000000000e+00 -2.400307777892499986e+23 2.135667824376108470e-02 8.169535684489388494e-01 5.844965975273797021e-02
0.000000000000000000e+00 -2.286882593619296786e+23 9.168564885109322660e-01 4.023735793803834282e-01 4.948863421254279249e-02
0.000000000000000000e+00 -2.225188435563657225e+23 8.033042257491480598e-01 9.601205567087143233e-01 6.106141635130246659e-02
0.000000000000000000e+00 -1.676793917570961019e+23 1.550712805040356246e-01 5.361039915218276386e-01 7.382575025543778313e-01
0.000000000000000000e+00 -1.009367461132358302e+23 1.309708237951699994e-01 7.370587324241282268e-01 6.277593004498116525e-02
0.000000000000000000e+00 -6.614385699307664494e+22 4.738421494730379324e-01 3.683883357255889335e-01 7.372583444717941692e-01
0.000000000000000000e+00 -6.108083986881261129e+22 5.050609974861266505e-01 6.964932147116587036e-02 3.515865614822111240e-02
0.000000000000000000e+00 -5.597489975058465240e+22 4.452883255648916183e-01 4.221908184783979001e-01 7.348161941300102029e-01
0.000000000000000000e+00 -4.804755792290224957e+22 8.213140479746332545e-01 8.832337755603481000e-01 7.257659297709069257e-01
0.000000000000000000e+00 -4.782604281703964659e+22 5.658740402412443249e-02 9.583503470013003955e-01 7.110843652319964736e-02
0.000000000000000000e+00 -4.336790816447554965e+22 3.458962068468676154e-01 3.108412524903044760e-01 7.368005376035562382e-01
0.000000000000000000e+00 -3.580624350915951224e+22 5.183800191213554509e-01 4.943758997436971114e-01 7.305801300213262683e-01
0.000000000000000000e+00 -2.620641305052908303e+22 7.895475984743400844e-01 1.284932857187949251e-01 7.438180376578114039e-01
0.000000000000000000e+00 -2.224422782964945702e+22 8.778853194375381142e-01 7.299102431587545237e-01 7.255551423998951588e-02
0.000000000000000000e+00 -2.006177520961510284e+22 4.783965190669171585e-01 3.695822747005159670e-01 6.431590331776460001e-02
0.000000000000000000e+00 -1.446685727950369089e+22 8.823948016067973965e-01 9.148174351154414463e-01 7.187067316163114894e-01
0.000000000000000000e+00 -1.294697140274050420e+22 8.797232967136291437e-01 9.482528629252969798e-01 7.176911770472619301e-01
0.000000000000000000e+00 -1.104535511114565917e+22 4.171650437274211365e-01 9.525173282499016514e-01 8.062900979241072186e-02
0.000000000000000000e+00 -1.045198310583430231e+22 4.104105825033099730e-02 1.031156303476747915e-01 5.186322480643834609e-02
0.000000000000000000e+00 -8.474705300145802576e+21 2.418715201447191321e-01 1.612593488342607406e-01 5.909517915298656554e-02
0.000000000000000000e+00 -4.946002525990731907e+21 8.692598635173375277e-01 7.179798229678148180e-01 7.154359513365414758e-01
0.000000000000000000e+00 -3.431455959010813936e+21 7.596192698825779965e-01 1.165707221282108463e-02 3.060024399697380826e-02
0.000000000000000000e+00 -3.342313318304890487e+21 8.036266005993895067e-01 9.247333022542280068e-01 7.104465949508105282e-01
0.000000000000000000e+00 -2.949837997386889691e+21 9.466948381424783454e-01 7.163047784116404193e-01 8.554386954618520278e-02
0.000000000000000000e+00 -2.865727103891281543e+21 6.464292251331325012e-01 9.287231393711402605e-01 8.913604459926716128e-02
0.000000000000000000e+00 -2.305758048370415632e+21 4.992745955071652419e-01 7.357153387614657758e-01 8.750796379830161342e-02
0.000000000000000000e+00 -2.017430416841665675e+21 2.824212737068509949e-01 8.845781938182140092e-01 9.079738812922422131e-02
0.000000000000000000e+00 -1.693335470046952292e+21 5.559394242891092519e-01 1.880556130267689863e-01 7.243670538660179625e-01
0.000000000000000000e+00 -1.609122535678295671e+21 1.248361970123946785e-01 7.768176549088772198e-01 7.083221961627446106e-01
0.000000000000000000e+00 -1.487088994905228313e+21 5.980314317836650240e-01 6.811727719181703833e-03 7.605147394607290057e-01
0.000000000000000000e+00 -1.268154891348845265e+21 2.490219744756670961e-01 1.756016748253157456e-01 7.265451422345314825e-02
0.000000000000000000e+00 -1.146749258709173010e+21 9.633024289150146080e-01 8.220579373978010862e-01 9.353769228038555372e-02
0.000000000000000000e+00 -1.122765566544842719e+21 7.708659652138976082e-01 1.868711096834413388e-01 7.221543566860647578e-01
0.000000000000000000e+00 -1.003231346717626073e+21 4.667934667556413730e-01 6.321715530462141963e-01 9.097229162032516303e-02
0.000000000000000000e+00 -8.424110980722102108e+20 3.358610909138053380e-01 5.168963413622549297e-01 7.092530734532476178e-01
0.000000000000000000e+00 -8.305768797727365530e+20 8.188464739756967647e-01 3.145484789455599284e-01 7.146936521201187054e-01
0.000000000000000000e+00 -8.253805104026204242e+20 8.456055376670250645e-01 9.397298211012947711e-01 7.024976366156716612e-01
0.000000000000000000e+00 -8.208022463619125740e+20 4.210983702885524593e-01 1.469833840851904050e-01 7.230817927086570229e-01
0.000000000000000000e+00 -8.031015176322209546e+20 8.878858603461361465e-01 6.191024493990484601e-01 9.215621442683863407e-02
0.000000000000000000e+00 -7.214663382680989860e+20 2.162433305531629157e-01 6.818319379401563962e-01 9.412301226781183416e-02
0.000000000000000000e+00 -7.106428048174885110e+20 3.201343697739359451e-01 8.810205484535028608e-01 9.758018988675498662e-02
0.000000000000000000e+00 -6.368380354612378993e+20 9.827274322566100784e-01 9.648145170707310703e-01 9.948902200432063747e-02
0.000000000000000000e+00 -5.780052902182199624e+20 6.494910495045096432e-01 6.620552652417969197e-01 7.044100861402196045e-01
0.000000000000000000e+00 -4.978926457007207219e+20 8.305346568816973640e-02 2.323475374662303805e-01 8.244775046405328212e-02
0.000000000000000000e+00 -3.683749290734391132e+20 9.227720918734499955e-01 2.068752585116776510e-01 7.148326869935219818e-01
0.000000000000000000e+00 -2.857629442665294397e+20 1.811341191575578380e-01 2.810300280750521740e-02 5.841001711751403480e-02
0.000000000000000000e+00 -2.829383459786816553e+20 8.318140743381911006e-01 7.484968162869427566e-01 6.990776765483075472e-01
0.000000000000000000e+00 -2.595554212060561080e+20 3.103219828699754768e-01 3.745050927372607363e-01 7.062928073460572609e-01
0.000000000000000000e+00 -1.651770603081883320e+20 9.514852186091283803e-01 2.004405941733062857e-01 8.774049954382567851e-02
0.000000000000000000e+00 -1.398702203150863729e+20 5.207817832750153419e-01 6.617112017395636592e-01 1.044785471930290699e-01
0.000000000000000000e+00 -1.246418553699449733e+20 7.594996385978255438e-01 1.185101278968035965e-01 7.150025742463351763e-01
0.000000000000000000e+00 -1.196160338371592192e+20 6.224909200737774873e-01 8.635108652532008655e-02 7.882166007248692097e-02
0.000000000000000000e+00 -9.603382156503446323e+19 1.727873810481348471e-01 1.466877473112508934e-01 7.111837412608972286e-01
0.000000000000000000e+00 -5.221062027278901248e+19 4.995303881857093842e-03 7.119849072979457238e-01 1.118943646813171933e-01
0.000000000000000000e+00 -4.182901208585118515e+19 9.671765582714402232e-01 9.148302834292096897e-01 1.166318859638172389e-01
0.000000000000000000e+00 -3.614971057472235930e+19 7.798801645160283735e-01 7.685564437557013129e-02 7.129378354506752391e-01
0.000000000000000000e+00 -2.317563567687424410e+19 2.858676911161127654e-01 5.543436701768681418e-01 1.139362266403644020e-01
0.000000000000000000e+00 -2.269118774692628070e+19 8.323132563763113723e-01 8.927283973790567373e-02 7.086863733175997604e-01
0.000000000000000000e+00 -1.819372798744328602e+19 3.098422660675087537e-01 1.918458467549288837e-01 1.016179156402750028e-01
0.000000000000000000e+00 -1.749410094367032115e+19 4.756090851248523377e-01 2.744245817171284685e-01 1.065655400716724044e-01
0.000000000000000000e+00 -1.522773979326732698e+19 8.093003162377649939e-01 2.639062462652356222e-01 1.069624398865430814e-01
0.000000000000000000e+00 -1.328741962124692685e+19 6.618525937569467166e-01 5.418366488134740422e-02 8.711109946310879870e-02
0.000000000000000000e+00 -1.322311608339344794e+19 6.229932609811228428e-02 8.028625839999692371e-01 6.812796181053354383e-01
0.000000000000000000e+00 -1.303353489283680461e+19 5.808455843012055864e-01 8.304612692543896779e-01 6.808238367650746303e-01
0.000000000000000000e+00 -1.205287823041788723e+19 2.292987122931610111e-01 9.309127722139567407e-01 6.791204669148985795e-01
0.000000000000000000e+00 -1.188248089487094579e+19 7.895154047228748473e-01 8.447453193459747434e-01 6.801206429047316204e-01
0.000000000000000000e+00 -9.654022171142201344e+18 5.750004543005423630e-01 2.126641983539044878e-01 6.942932907445352742e-01
0.000000000000000000e+00 -9.610117889699035136e+18 8.110945948095339419e-01 1.747688335902477519e-01 6.964486266408848048e-01
0.000000000000000000e+00 -6.447947902156321792e+18 9.321460810285154830e-01 8.922580373354774830e-01 6.761162998215808351e-01
0.000000000000000000e+00 -5.931782177726439424e+18 6.072187109341032896e-01 6.443676175935153516e-01 6.792694384087789583e-01
0.000000000000000000e+00 -5.099115079733583872e+18 1.813424309216985497e-01 5.998424618756326154e-01 1.248904547589623215e-01
0.000000000000000000e+00 -4.433249368478718976e+18 5.921436593985288654e-01 7.344471057616159815e-01 6.761976694615153827e-01
0.000000000000000000e+00 -3.679775725700234240e+18 2.822756887684697569e-01 1.734657878734380265e-02 7.167838395557164510e-01
0.000000000000000000e+00 -3.677426968332483584e+18 4.810811788339265371e-01 7.267871600224194983e-01 1.295481741958912636e-01
0.000000000000000000e+00 -2.878532910885475840e+18 1.322653774936687343e-01 5.758873423220678411e-01 6.765007967548306578e-01
0.000000000000000000e+00 -1.991821106772219136e+18 9.012510686603182331e-01 8.597904416041589615e-01 1.357691201009658677e-01
0.000000000000000000e+00 -1.933846839923047424e+18 8.833469840971950315e-01 1.213033268989669455e-01 6.915985885028227420e-01
0.000000000000000000e+00 -1.854801922120165120e+18 2.432300661321029622e-02 2.846994341130892892e-02 9.157879327282303361e-02
0.000000000000000000e+00 -1.795358968045250048e+18 3.030660241868019522e-01 4.882271616154204574e-01 6.757129023989445482e-01
0.000000000000000000e+00 -1.414150129110169088e+18 9.407943177081977693e-01 1.143866521939862491e-01 6.905120761026208864e-01
0.000000000000000000e+00 -1.399698516939752192e+18 2.895611479886043282e-01 7.660621616788478860e-01 1.365682907371604804e-01
0.000000000000000000e+00 -1.060698088739777280e+18 7.367115336571379292e-01 7.822699787362830115e-01 1.386603011169319499e-01
0.000000000000000000e+00 -9.281295750722174720e+17 2.363510766586220946e-01 8.332959470526926093e-01 1.403636313080365294e-01
0.000000000000000000e+00 -7.699389134946451200e+17 3.152056662853641722e-01 9.584708941118658121e-01 6.635134831164525293e-01
0.000000000000000000e+00 -7.455865561325866240e+17 4.000693665141268340e-01 5.986798960534877034e-01 1.374646429039934059e-01
0.000000000000000000e+00 -6.073579993794392320e+17 4.860985639649260115e-01 6.047442158780749200e-01 6.673130235440235536e-01
0.000000000000000000e+00 -5.808728166064359680e+17 2.724540625576773456e-01 8.558698495417212948e-01 1.437856554965178946e-01
0.000000000000000000e+00 -5.502201596837517440e+17 3.378176195937933057e-01 9.759980369983360937e-01 6.614453707799400339e-01
0.000000000000000000e+00 -5.402067275305574400e+17 1.939326950927452442e-01 3.046691732209606540e-01 6.742800479281806370e-01
0.000000000000000000e+00 -5.134094017640414080e+17 5.559156962907925159e-01 3.102624595692252685e-01 6.737952275731274865e-01
0.000000000000000000e+00 -4.209978499598172160e+17 8.035860829747594192e-01 5.192943836786572120e-01 6.669695482099061712e-01
0.000000000000000000e+00 -3.704509363596481920e+17 3.312383837108324736e-01 7.846812935424819502e-01 1.455955990785067211e-01
0.000000000000000000e+00 -3.034109935142331520e+17 1.280956037913416612e-02 6.981430734577549480e-01 6.618611948358453789e-01
0.000000000000000000e+00 -1.903079811951325120e+17 7.778466475584234763e-01 2.451674506051821911e-01 1.347118019418452883e-01
0.000000000000000000e+00 -1.622688909417629120e+17 3.207945869238244541e-01 6.449624024035618408e-01 6.592645156173750909e-01
0.000000000000000000e+00 -1.596737548676067520e+17 8.005334844491279744e-01 7.645890232404041198e-01 1.507722847447189318e-01
0.000000000000000000e+00 -9.566125015813561600e+16 1.260644544945068724e-01 4.650538261802950046e-02 6.855482935452065218e-01
0.000000000000000000e+00 -9.545961249681081600e+16 2.968680902600284721e-01 9.607224372333806883e-01 6.518887226360957632e-01
0.000000000000000000e+00 -7.885552945589212800e+16 1.104784502247808664e-01 4.844451707465051715e-01 6.584352266025963463e-01
0.000000000000000000e+00 -7.753707253455606400e+16 3.458861479416133200e-01 8.618893353174328364e-02 6.775256315886529768e-01
0.000000000000000000e+00 -6.896792320734035200e+16 5.156700637398514697e-02 9.441582120198910300e-02 6.758619447549373271e-01
0.000000000000000000e+00 -6.363154046525420800e+16 4.452550197884233008e-01 2.377208161517351259e-01 1.414875387682434926e-01
