weight logl Tcmb TR Beta
0.000000000000000000e+00 -2.954676185534359320e+03 2.376540865357251731e-01 1.926051415347804774e-01 4.269075498123626744e-01
0.000000000000000000e+00 -2.934710571578118561e+03 2.971866059112487912e-01 2.028632992630918785e-01 3.712959024532457297e-01
0.000000000000000000e+00 -2.896239644335209050e+03 2.798870014752299351e-01 6.971296073685853134e-01 3.851634289715506476e-01
0.000000000000000000e+00 -2.885024644028443163e+03 2.715032278937703492e-01 6.694632606443472467e-01 3.966197175874449643e-01
0.000000000000000000e+00 -2.871796885980718343e+03 2.949458606426486051e-01 2.774186417187991527e-01 3.777024222420860555e-01
0.000000000000000000e+00 -2.869305116539390383e+03 2.555514972265661156e-01 5.191504215250423160e-01 3.610375130745345773e-01
0.000000000000000000e+00 -2.868377764068563010e+03 2.815881150168095814e-01 1.824188160553453786e-01 3.433935899487751131e-01
0.000000000000000000e+00 -2.853784510330002831e+03 2.438333598521569279e-01 1.311296197183183798e-01 4.138643736072127322e-01
0.000000000000000000e+00 -2.840216987862331280e+03 2.441079020141124767e-01 7.323023051441499565e-01 3.771306855148219839e-01
0.000000000000000000e+00 -2.831792811900656034e+03 2.500795187409660114e-01 8.076673390509024886e-01 3.971089881827094548e-01
0.000000000000000000e+00 -2.829921726057762953e+03 2.621840399351134110e-01 6.915072568986732060e-01 4.013627070567865607e-01
0.000000000000000000e+00 -2.822654577748231077e+03 2.479715393843470173e-01 9.674861534146157460e-01 3.831381226519250394e-01
0.000000000000000000e+00 -2.815982842547585278e+03 2.703990343502068461e-01 3.838999661788848883e-01 4.196651584790014322e-01
0.000000000000000000e+00 -2.808527399587901073e+03 2.376075223174387574e-01 4.307913680812992530e-01 4.151154289538822040e-01
0.000000000000000000e+00 -2.789240649899325945e+03 2.805496790426111886e-01 2.287624410743325232e-01 4.267521835745341496e-01
0.000000000000000000e+00 -2.759646912891407283e+03 2.669861825690186263e-01 2.661916858681917519e-01 3.487890157002851987e-01
0.000000000000000000e+00 -2.756419302618698566e+03 2.417149820537743965e-01 6.134632953962885216e-01 3.879744242339611127e-01
0.000000000000000000e+00 -2.746645650871228554e+03 2.583550600130306574e-01 7.864578959365582378e-01 3.967190005581062717e-01
0.000000000000000000e+00 -2.742294197606932357e+03 2.936301437551225302e-01 1.298022546594362892e-01 3.447144608102625796e-01
0.000000000000000000e+00 -2.738590604678903674e+03 2.449017749903266150e-01 6.343384794102040480e-01 3.750216388161035086e-01
0.000000000000000000e+00 -2.728732940802148732e+03 2.850125944480548235e-01 2.615849949741766434e-02 4.843287269808027595e-01
0.000000000000000000e+00 -2.722858444248441629e+03 2.915262230171179469e-01 3.244328770937769946e-01 3.865318082731207250e-01
0.000000000000000000e+00 -2.720529812442108778e+03 2.508375063492764845e-01 7.472680855819291423e-02 3.434352674871012923e-01
0.000000000000000000e+00 -2.705495890735958710e+03 1.603065115562951615e-01 2.435211976564082281e-01 4.829001915729703720e-01
0.000000000000000000e+00 -2.702201230340122038e+03 2.502896202468760656e-01 1.746783144228714058e-03 4.017803352836214481e-01
0.000000000000000000e+00 -2.698828086479971262e+03 2.517325307049974592e-01 9.770144613643159115e-01 3.773706005097060556e-01
0.000000000000000000e+00 -2.674141225746672717e+03 2.584719057992479474e-01 3.681249635790170283e-01 4.293845635338560118e-01
0.000000000000000000e+00 -2.673692808490219704e+03 2.494974397796684285e-01 5.721055944644237723e-02 3.705103401269564944e-01
0.000000000000000000e+00 -2.671211966491729527e+03 1.236286678000614314e-01 2.117256596571006622e-01 4.886163323942744885e-01
0.000000000000000000e+00 -2.656656340222993549e+03 2.194272500883648336e-01 2.612031927131720499e-01 4.575304836993367985e-01
0.000000000000000000e+00 -2.650895107377552449e+03 2.506047013069303553e-01 3.668390749109915472e-01 3.613939693092727001e-01
0.000000000000000000e+00 -2.648055322100837657e+03 2.964922875242550493e-01 6.975709212379421764e-02 3.993573656665322380e-01
0.000000000000000000e+00 -2.637377044567657322e+03 2.169863415427454312e-01 2.228113985835872279e-01 4.582092412487013267e-01
0.000000000000000000e+00 -2.627882620246974966e+03 2.866960086986900524e-01 4.868803704808717381e-01 3.636017457794166186e-01
0.000000000000000000e+00 -2.626793651013612816e+03 2.737707296033238258e-01 3.218406201383026133e-01 4.218691148174230632e-01
0.000000000000000000e+00 -2.607065809733126116e+03 2.585322120042596872e-01 9.974250917126860072e-01 3.811796253587933503e-01
0.000000000000000000e+00 -2.602376494357201864e+03 2.509672789410124505e-01 5.422447767261528995e-03 3.131436882562319557e-01
0.000000000000000000e+00 -2.555127045183775408e+03 2.719382923273471198e-01 8.238992989096247666e-01 3.839965145698763793e-01
0.000000000000000000e+00 -2.552487887918685374e+03 2.651926288954499222e-01 9.069375494731959364e-01 3.718962174957906042e-01
0.000000000000000000e+00 -2.550697461770992049e+03 2.476023682183740027e-01 6.647886038720507429e-01 4.035581882816783317e-01
0.000000000000000000e+00 -2.544965425270831929e+03 2.355048363958892610e-01 2.197036049212662823e-01 4.346842195266099607e-01
0.000000000000000000e+00 -2.539658812793424659e+03 2.698185951177024533e-01 2.499886543338769584e-03 2.841844030363265272e-01
0.000000000000000000e+00 -2.537494539619154693e+03 2.906474774296792241e-01 1.920357385038495845e-02 4.759279971761162242e-01
0.000000000000000000e+00 -2.535834349020313766e+03 2.506725374253900851e-01 2.430205419502762254e-01 3.584319212069664307e-01
0.000000000000000000e+00 -2.533857995640716581e+03 2.909689255539894548e-01 3.134066481757599165e-01 3.863681500163301807e-01
0.000000000000000000e+00 -2.517025553470621617e+03 2.098388987013743989e-01 1.135467164788941385e-01 4.760178141445755573e-01
0.000000000000000000e+00 -2.507936780279730101e+03 2.449375436162842812e-01 7.691220101252619346e-01 3.833567233346990566e-01
0.000000000000000000e+00 -2.498547244385443719e+03 2.453424630431589870e-01 7.734454648679037758e-01 3.902386311372962879e-01
0.000000000000000000e+00 -2.484219214382057544e+03 2.479765725523553899e-01 6.264492836590594971e-01 3.717980512627829803e-01
0.000000000000000000e+00 -2.483880617700483072e+03 2.539604304296019244e-01 8.718790157587239520e-01 3.728100600159444111e-01
0.000000000000000000e+00 -2.475672085554412206e+03 2.975178628543303505e-01 5.845553635850042618e-03 3.838577393280310224e-01
0.000000000000000000e+00 -2.475499671949376079e+03 2.461324598212341064e-01 1.971944973530022072e-01 3.969889339837692210e-01
0.000000000000000000e+00 -2.446936518518364664e+03 2.526649695865866851e-01 1.375840698638529647e-01 3.493324901973667851e-01
0.000000000000000000e+00 -2.416304410904327142e+03 2.824106209638511666e-01 4.257909191429068985e-01 3.586815083592036491e-01
0.000000000000000000e+00 -2.400136132994735362e+03 2.505583533044846156e-01 5.308944294034982914e-01 4.139549903917676410e-01
0.000000000000000000e+00 -2.398588290034448164e+03 2.478889799462901111e-01 1.212116516440688851e-01 4.015026020479738333e-01
0.000000000000000000e+00 -2.396914219494718054e+03 2.647368116389686721e-01 9.354107660904186217e-01 3.801345586921699438e-01
0.000000000000000000e+00 -2.375392336063517178e+03 2.570394511582617669e-01 8.525188750843821772e-01 3.901224212841555294e-01
0.000000000000000000e+00 -2.371333118042837668e+03 1.960561141950361019e-01 1.793254053969441930e-01 4.741144049423553497e-01
0.000000000000000000e+00 -2.364946448113308634e+03 2.942395970973684660e-01 1.198881487150416092e-03 2.827454429684670423e-01
0.000000000000000000e+00 -2.359459149077541042e+03 2.531648119266030061e-01 3.148724962939999372e-01 4.370710196674106873e-01
0.000000000000000000e+00 -2.353194835751665323e+03 2.740143058192859860e-01 8.200401163783872516e-01 3.744997464600620107e-01
0.000000000000000000e+00 -2.352176449555801810e+03 2.474799348776406394e-01 3.055679024051188852e-01 4.409929271627056613e-01
0.000000000000000000e+00 -2.334756079428386784e+03 2.948155516445062352e-01 1.899861051158839853e-01 3.656425258938575951e-01
0.000000000000000000e+00 -2.319688826631145275e+03 2.674413421200168006e-01 7.879733069234081677e-01 3.686781884975075529e-01
0.000000000000000000e+00 -2.319013753091480339e+03 2.480324757321311635e-01 2.980929481572666129e-01 3.738613425166045223e-01
0.000000000000000000e+00 -2.315311733411556361e+03 2.485396374555212118e-01 1.598245245163294470e-01 3.888786798460304173e-01
0.000000000000000000e+00 -2.313769652860064980e+03 2.482952885514576602e-01 8.023481122196135518e-01 3.782933345369972056e-01
0.000000000000000000e+00 -2.309098948904356348e+03 2.387535395075846001e-01 3.244443128787349861e-01 4.245602066921044804e-01
0.000000000000000000e+00 -2.301171296573806558e+03 2.617606234758921291e-01 6.820991694590180510e-01 3.985811686352611627e-01
0.000000000000000000e+00 -2.266191802090449073e+03 2.491919445915868891e-01 3.236817276202532678e-01 3.683441374566335247e-01
0.000000000000000000e+00 -2.247554460339852540e+03 2.923751212503575836e-01 2.070829398285471967e-01 3.553380130422737482e-01
0.000000000000000000e+00 -2.244255196265394261e+03 1.989372895113181716e-01 5.369236872115534798e-02 4.999687098733650581e-01
0.000000000000000000e+00 -2.241507271301495166e+03 2.454316104116459618e-01 4.967465672354850481e-01 3.841570525947598513e-01
0.000000000000000000e+00 -2.236251505179212927e+03 2.635918968390005279e-01 5.449582880577731325e-01 4.068278135794751726e-01
0.000000000000000000e+00 -2.224172804151438868e+03 2.942290268856536661e-01 1.918960490553323073e-01 3.655801916920631278e-01
0.000000000000000000e+00 -2.205103081830173323e+03 2.393519215492968533e-01 3.068926322704097487e-01 4.252900280645061093e-01
0.000000000000000000e+00 -2.163191244293886484e+03 2.464664076651009728e-01 8.641412516594870752e-02 4.303010493841137318e-01
0.000000000000000000e+00 -2.158265036513374071e+03 2.940280433244208957e-01 1.763129401433646271e-01 3.699015838340424800e-01
0.000000000000000000e+00 -2.157415865064761419e+03 2.484401627065453422e-01 1.573002178346267765e-01 3.987366836323362751e-01
0.000000000000000000e+00 -2.156890772510641000e+03 2.479113297850217279e-01 5.511512636031838941e-01 4.084458802186224924e-01
0.000000000000000000e+00 -2.123892916683971634e+03 2.541764557301723348e-01 8.227780399768633846e-01 3.892516779551080663e-01
0.000000000000000000e+00 -2.118873372703928453e+03 2.605713940397476058e-01 9.090176567729529866e-01 3.763701989378868129e-01
0.000000000000000000e+00 -2.111687646287805819e+03 2.929906865718407971e-01 2.453017004538149415e-02 4.433110219775173722e-01
0.000000000000000000e+00 -2.107981042982368308e+03 2.948383098917944922e-01 1.010456659414276093e-01 3.690147321150251125e-01
0.000000000000000000e+00 -2.095779819441428572e+03 2.580770084705756862e-01 8.503117354555945751e-01 3.870193730637820906e-01
0.000000000000000000e+00 -2.062781641507756376e+03 2.856242894704057456e-01 3.569087695646824265e-01 3.916459764534829802e-01
0.000000000000000000e+00 -2.061766776746488176e+03 2.522923917276708172e-01 6.793844622176081760e-02 3.716951072756700114e-01
0.000000000000000000e+00 -2.052083796702214840e+03 2.142149150237296906e-01 2.055483913818136887e-01 4.710387802967466175e-01
0.000000000000000000e+00 -2.044860160029818417e+03 1.800699388005647661e-01 1.789713111179777050e-01 4.805522554629557686e-01
0.000000000000000000e+00 -2.034179271721049645e+03 2.468836735312561759e-01 3.645401611306013923e-01 3.888217427336138066e-01
0.000000000000000000e+00 -2.033355579499820806e+03 2.293400495044116694e-01 2.153588737233163020e-01 4.512941080071775080e-01
0.000000000000000000e+00 -2.021587435086445566e+03 2.527923930184514667e-01 4.805276959950244287e-01 4.149116926237303993e-01
0.000000000000000000e+00 -2.020160550174145101e+03 1.987100678665141285e-01 1.433658416491346843e-01 4.781356829940993647e-01
0.000000000000000000e+00 -2.019688116350732344e+03 2.515525128942597277e-01 1.276242754269424351e-01 3.730974617294168239e-01
0.000000000000000000e+00 -2.017017079691707295e+03 2.771936885864945133e-01 4.769063006611957700e-01 3.971200414686421043e-01
0.000000000000000000e+00 -2.005796552879009823e+03 2.044367623605459761e-01 4.577845067290897685e-02 5.018803023032792909e-01
0.000000000000000000e+00 -1.990775557679990470e+03 2.936943859668036394e-01 2.443853492110048542e-02 4.243089556133481377e-01
0.000000000000000000e+00 -1.982695355078077682e+03 2.748801155671803942e-01 3.160826618093359741e-03 5.353999654971617339e-01
0.000000000000000000e+00 -1.976967324542795041e+03 2.538987330604536297e-01 1.882079261219737898e-02 3.317485963811421801e-01
0.000000000000000000e+00 -1.974556131382923468e+03 2.891350759512427704e-01 3.634863282443607790e-01 3.682754693531283818e-01
0.000000000000000000e+00 -1.971326577438973800e+03 2.928540044514111873e-01 1.555664426228940966e-01 3.556203494621019701e-01
0.000000000000000000e+00 -1.970763340647780979e+03 2.162833242380820531e-01 2.109287964936281679e-01 4.673863898193421074e-01
0.000000000000000000e+00 -1.970391542537564192e+03 2.865041918364013007e-01 2.207138922918311374e-01 4.048277503342093686e-01
0.000000000000000000e+00 -1.964578507070132673e+03 2.938419161112469924e-01 8.497317629425304997e-02 3.794547204596134815e-01
0.000000000000000000e+00 -1.959860747946179799e+03 2.935515902863414794e-01 3.483641075749976945e-02 4.127142068763138827e-01
0.000000000000000000e+00 -1.957057355107702278e+03 2.504639825578669488e-01 2.528829573908943917e-01 3.726268798870214782e-01
0.000000000000000000e+00 -1.955637761109367602e+03 2.453510780825081117e-01 4.438821723354524629e-02 4.578304854788278755e-01
0.000000000000000000e+00 -1.945411718114503856e+03 2.750292713147414192e-01 4.579551697816302003e-01 4.010152311814703108e-01
0.000000000000000000e+00 -1.942814238449709364e+03 2.949637506276471255e-01 4.278043261151442955e-03 3.148130997402680542e-01
0.000000000000000000e+00 -1.941324945576950540e+03 2.842497981039038280e-01 1.166912993548606670e-01 4.333523532218157559e-01
0.000000000000000000e+00 -1.933517413994609569e+03 2.399767751780179648e-01 2.968282591844062512e-01 4.321625760886883549e-01
0.000000000000000000e+00 -1.931746328292723092e+03 2.938637937133271594e-01 3.748404746674471877e-02 3.983856610585293501e-01
0.000000000000000000e+00 -1.927018526873072460e+03 2.811786552629191860e-01 1.681619910119658279e-01 4.280069357771191241e-01
0.000000000000000000e+00 -1.900936009162260689e+03 2.549973416736622811e-01 6.006045176875371983e-01 4.027759419361442994e-01
0.000000000000000000e+00 -1.898387226191903437e+03 2.527092837038342754e-01 2.404754366912752461e-01 3.622604591718955325e-01
0.000000000000000000e+00 -1.895058826525329323e+03 2.605680861796146885e-01 8.373716500390204764e-01 3.739107867948826547e-01
0.000000000000000000e+00 -1.886345415651160465e+03 2.815633324099146018e-01 5.545133514679693176e-01 3.805256026558827553e-01
0.000000000000000000e+00 -1.880389976183511408e+03 2.937074157222124837e-01 2.982440156185206526e-03 4.683900887258002355e-01
0.000000000000000000e+00 -1.860505610282229782e+03 2.780817946629445814e-01 3.891271840695327278e-01 4.020224187329802801e-01
0.000000000000000000e+00 -1.859866889699484318e+03 2.338246974603228612e-01 2.092996357489140813e-01 4.473303587077036569e-01
0.000000000000000000e+00 -1.850504590297689447e+03 2.486675623416259029e-01 6.745702417210450719e-01 3.869936046110885597e-01
0.000000000000000000e+00 -1.849366438738048600e+03 2.503526066806588402e-01 6.089182931037731006e-01 3.995692049080550312e-01
0.000000000000000000e+00 -1.842545958336511148e+03 2.446843817345387695e-01 3.177145850866021082e-01 4.340534106201979769e-01
0.000000000000000000e+00 -1.835299141815612302e+03 2.502177724128166192e-01 4.886062109222852889e-01 3.735269894605506291e-01
0.000000000000000000e+00 -1.835208373641189610e+03 1.196611446138551305e-02 2.907238182875442334e-01 4.959231352370347956e-01
0.000000000000000000e+00 -1.831380032526172727e+03 2.941001728370694623e-01 2.553454776715424757e-03 4.271641559191566850e-01
0.000000000000000000e+00 -1.809083776581129996e+03 1.059073318522215645e-01 1.495540581387391210e-01 4.999052652525133311e-01
0.000000000000000000e+00 -1.803566201840459826e+03 2.715369380239439634e-01 4.542843937027066792e-01 4.041363394805568277e-01
0.000000000000000000e+00 -1.800710729784682144e+03 2.714401792802707547e-01 6.931957022490725651e-01 3.859675398081454656e-01
0.000000000000000000e+00 -1.799204793049872933e+03 2.543358979567221789e-01 5.951926113164265342e-01 4.019488699826980760e-01
0.000000000000000000e+00 -1.774448299763893829e+03 2.688637779447455856e-01 6.133719636945654807e-01 3.939791849295916082e-01
0.000000000000000000e+00 -1.769068286017137325e+03 2.315169722275194353e-01 2.096774982477496163e-01 4.522205246438083526e-01
0.000000000000000000e+00 -1.766748423328378294e+03 2.729804892882766731e-01 3.158784544608952416e-01 4.164745171304866656e-01
0.000000000000000000e+00 -1.764863678982302190e+03 2.264833832622517029e-01 3.245143309481179905e-02 4.969255406037392797e-01
0.000000000000000000e+00 -1.751868086170306242e+03 2.689349891493638678e-01 5.343259508479533126e-01 3.995689733891464313e-01
0.000000000000000000e+00 -1.747854475898713645e+03 2.601390399722357527e-01 8.261091408508154377e-01 3.831272223925252796e-01
0.000000000000000000e+00 -1.746928971230503066e+03 2.678130075147510114e-01 4.121352338788196734e-01 4.112584542529472698e-01
0.000000000000000000e+00 -1.746467960568321132e+03 2.547002591312368391e-01 8.247574820213421365e-02 3.508736180764793211e-01
0.000000000000000000e+00 -1.733735100929588725e+03 2.723943644285466981e-01 5.052691497062791193e-01 3.981604047036692018e-01
0.000000000000000000e+00 -1.725584986892189818e+03 1.822405358415660759e-01 1.686166800922931364e-01 4.888598113713741311e-01
0.000000000000000000e+00 -1.713648457107407694e+03 2.671065377050890755e-01 7.034652827267565689e-01 3.885039379862456066e-01
0.000000000000000000e+00 -1.711128685546975248e+03 2.866575346278705805e-01 2.682672512161664580e-01 3.916162771584649205e-01
0.000000000000000000e+00 -1.697901364789179070e+03 2.489528101413021055e-01 5.279583129210033698e-01 4.014330856519262580e-01
0.000000000000000000e+00 -1.695500080846358969e+03 2.503475671323820428e-01 6.528563942491781846e-01 3.801435840103336572e-01
0.000000000000000000e+00 -1.694932269842008282e+03 2.495977662307885536e-01 5.213831886836461926e-02 4.420279152856166904e-01
0.000000000000000000e+00 -1.673324320784080783e+03 2.875511332924430841e-01 1.983539209106033319e-01 3.972629506221322382e-01
0.000000000000000000e+00 -1.668457697329325129e+03 2.505538384266067231e-01 3.743799440541705215e-01 3.773099383293495590e-01
0.000000000000000000e+00 -1.666047069319009779e+03 2.529951415634512646e-01 7.106043789099547592e-01 3.894586394582362221e-01
0.000000000000000000e+00 -1.666004719015073533e+03 2.398060213620528680e-01 2.325785699392258765e-01 4.385023009114584758e-01
0.000000000000000000e+00 -1.660366073187275788e+03 2.582609952068816161e-01 7.803249506209306574e-01 3.744213932354402141e-01
0.000000000000000000e+00 -1.660342365320863792e+03 2.876248379956389822e-01 3.379761141030943605e-01 3.660128140009673015e-01
0.000000000000000000e+00 -1.654325477891033870e+03 2.877749476453870248e-01 5.391078212511313250e-02 4.389035276111061812e-01
0.000000000000000000e+00 -1.653428956123017088e+03 2.508043473094468956e-01 2.806564932566513182e-01 3.825814375595071315e-01
0.000000000000000000e+00 -1.653414925608946533e+03 2.449502433198628149e-01 3.244664218150030699e-01 4.218925654390234259e-01
0.000000000000000000e+00 -1.650988704201030032e+03 2.548357956635790567e-01 4.061291852836352856e-01 4.184917881494821801e-01
0.000000000000000000e+00 -1.647476569539232969e+03 2.483649329945974982e-01 4.813597518793352181e-01 3.921280313274776441e-01
0.000000000000000000e+00 -1.646461796405710402e+03 2.913041332699410901e-01 2.935904422479351794e-02 3.293984330129935412e-01
0.000000000000000000e+00 -1.623379953871240332e+03 2.885541146653329836e-01 1.207652631646620733e-01 4.069074582237798277e-01
0.000000000000000000e+00 -1.619555688643724352e+03 2.483590154504726755e-01 4.652978446104740762e-01 4.038523711913293290e-01
0.000000000000000000e+00 -1.613685256008980105e+03 2.570071632489043800e-01 2.649418384290908035e-01 3.580912830265449154e-01
0.000000000000000000e+00 -1.604471204762088064e+03 2.573696951908726049e-01 7.019152940093558168e-01 3.913379916187864627e-01
0.000000000000000000e+00 -1.602456439528525380e+03 2.398615784888913360e-01 1.097767221199082988e-01 4.525918734799523335e-01
0.000000000000000000e+00 -1.600175038816382767e+03 2.029350460572088011e-01 6.909120743314800528e-02 4.936362923387496160e-01
0.000000000000000000e+00 -1.592712359945709068e+03 2.921153932341014059e-01 4.868951650488895222e-02 3.845389339597093947e-01
0.000000000000000000e+00 -1.589552422781492851e+03 2.646062190871270037e-01 5.408865936372637684e-01 4.008046562585418915e-01
0.000000000000000000e+00 -1.585320061771821202e+03 2.504882147119243951e-01 3.865349638953683442e-01 3.806985033690591935e-01
0.000000000000000000e+00 -1.582135275220795165e+03 2.693931630472929939e-01 7.560753145728708047e-01 3.786351744421333487e-01
0.000000000000000000e+00 -1.578653056933059588e+03 2.518356569744876206e-01 6.441590013782668711e-01 3.779890798563605436e-01
0.000000000000000000e+00 -1.572302497734447570e+03 2.541556542926339812e-01 2.443923869795628923e-01 3.642086355447272661e-01
0.000000000000000000e+00 -1.563699229991576658e+03 2.514019734651637972e-01 4.614107634455033580e-01 4.099556842338822893e-01
0.000000000000000000e+00 -1.561723553601222875e+03 2.501245179152497000e-01 2.883727694096944738e-01 3.926675265543160265e-01
0.000000000000000000e+00 -1.556609330205481911e+03 2.749492256719621164e-01 3.647796444134138172e-01 4.058682778555102733e-01
0.000000000000000000e+00 -1.556592364360364627e+03 2.646394924222829070e-01 3.595662211070849157e-01 4.177481883827385278e-01
0.000000000000000000e+00 -1.554829929362713074e+03 2.675778426892461148e-01 7.004984174234928362e-01 3.863462413577102295e-01
0.000000000000000000e+00 -1.551860682168032099e+03 2.454998018048416553e-01 2.133990967522667592e-01 4.252592007410047614e-01
0.000000000000000000e+00 -1.541669972992444627e+03 2.736229188525773903e-01 6.717391957042428974e-01 3.805246480451206503e-01
0.000000000000000000e+00 -1.540594940534385387e+03 2.486732230745100081e-01 8.424471141317491085e-02 4.370564995022878652e-01
0.000000000000000000e+00 -1.505299750428400330e+03 2.516573038773979309e-01 4.094868913014284573e-01 4.155143683334261429e-01
0.000000000000000000e+00 -1.491486775853645440e+03 2.915766198637860240e-01 1.115596031335963634e-02 4.256253282318867015e-01
0.000000000000000000e+00 -1.491242165691694254e+03 2.924198016416873491e-01 4.257962978129414822e-03 3.295477356517404477e-01
0.000000000000000000e+00 -1.488462823713985472e+03 2.848705955462043082e-01 3.098269899725814014e-02 4.634793444936911033e-01
0.000000000000000000e+00 -1.487881905737493071e+03 2.813127687413002898e-01 4.215629086029323291e-01 3.869705614197046506e-01
0.000000000000000000e+00 -1.485798603006098574e+03 2.846780868926335195e-01 1.312536516357660776e-01 4.191151049560696285e-01
0.000000000000000000e+00 -1.484818004139369123e+03 1.275511164541083264e-01 1.666667226964524406e-01 4.941132263810220637e-01
0.000000000000000000e+00 -1.476009489048961314e+03 2.660643535802795778e-01 4.535578010681851069e-02 4.863799880339488846e-01
0.000000000000000000e+00 -1.475981242560751525e+03 2.701760378708683019e-01 4.916650043742082365e-01 3.625003161171383992e-01
0.000000000000000000e+00 -1.471492130776231988e+03 2.535597478668738525e-01 5.324817596155750898e-01 4.019746513351453165e-01
0.000000000000000000e+00 -1.468840088658941795e+03 2.815970171386801280e-01 4.760104674859316765e-01 3.800151583103936748e-01
0.000000000000000000e+00 -1.461872439634823650e+03 2.904028912012889263e-01 1.355479009376165944e-01 3.557063822890726978e-01
0.000000000000000000e+00 -1.458347798359787021e+03 2.644245226861601239e-01 4.733124898578816575e-01 4.052278501584816173e-01
0.000000000000000000e+00 -1.457243672195683303e+03 2.505854931314388523e-01 2.019663795189602373e-01 4.051873481276101474e-01
0.000000000000000000e+00 -1.449097869405522715e+03 2.780809619475634875e-01 4.531757737126664853e-01 3.906196009824156601e-01
0.000000000000000000e+00 -1.443298612051061582e+03 2.790812711146823943e-01 7.766659101299033807e-03 5.112004979156467011e-01
0.000000000000000000e+00 -1.425561845273333347e+03 2.820091455747942844e-01 8.054875533859262582e-02 3.367320013150102431e-01
0.000000000000000000e+00 -1.419356676079043154e+03 1.425639727026639658e-01 1.552219505709412362e-01 4.930110570949661764e-01
0.000000000000000000e+00 -1.419225484267306229e+03 2.562880046475608520e-01 4.448244554407718709e-01 4.107884215621104840e-01
0.000000000000000000e+00 -1.417251607821825246e+03 2.461694488589981633e-01 2.333284719737905855e-01 4.252883588092561951e-01
0.000000000000000000e+00 -1.408576088026738262e+03 2.512225479272417461e-01 5.304962909428356799e-01 3.956874335965793188e-01
0.000000000000000000e+00 -1.408338565019309044e+03 2.723717012439982321e-01 5.392275767634742145e-01 3.917204425363851605e-01
0.000000000000000000e+00 -1.403764071611981535e+03 2.610474371015570894e-01 7.468170476608604336e-01 3.748855977983917009e-01
0.000000000000000000e+00 -1.399571497856827364e+03 1.578756433226886635e-01 2.039016814323498794e-01 4.872490041262182991e-01
0.000000000000000000e+00 -1.399454834918179813e+03 2.705757068040448576e-01 2.278151700967734339e-02 4.981901513194799680e-01
0.000000000000000000e+00 -1.390358407449045444e+03 2.730911134179037081e-01 5.406459708800185338e-01 3.904330986493864675e-01
0.000000000000000000e+00 -1.388345924247750645e+03 2.637851971600876366e-01 6.827965261364565830e-01 3.707305439128357749e-01
0.000000000000000000e+00 -1.387929404896842925e+03 2.876383516591187739e-01 7.854725250762806255e-02 4.174149131720868988e-01
0.000000000000000000e+00 -1.382427028037404170e+03 2.801191672541228916e-01 1.422946886887413998e-01 3.446473727359852246e-01
0.000000000000000000e+00 -1.374630221970095818e+03 2.470924598352450818e-01 2.582481118781613239e-01 4.219140974148223311e-01
0.000000000000000000e+00 -1.370743380809877408e+03 2.544274406076021400e-01 2.177495233831350241e-01 3.708181183108130163e-01
0.000000000000000000e+00 -1.370070345360662714e+03 2.588830076984064421e-01 3.328030723516721689e-01 4.228251693475233441e-01
0.000000000000000000e+00 -1.369781896740355478e+03 6.022272004262496647e-02 2.823634315847157739e-01 4.928024254740517307e-01
0.000000000000000000e+00 -1.368918979702477827e+03 2.536565437877429385e-01 5.613362448753889122e-01 3.967943612866052794e-01
0.000000000000000000e+00 -1.364990809153639702e+03 2.466059886359408537e-01 2.715761768163654777e-01 4.255356554659822654e-01
0.000000000000000000e+00 -1.351207147052227128e+03 2.635746472596111056e-01 5.122952406520598911e-01 4.010640756495598147e-01
0.000000000000000000e+00 -1.347529292191833065e+03 2.850240582081100538e-01 1.380134594343696008e-02 3.138861214706755165e-01
0.000000000000000000e+00 -1.346610132219130492e+03 2.386207409476920338e-01 1.225245201490091640e-01 4.551904819846886996e-01
0.000000000000000000e+00 -1.343958488660290413e+03 2.607803496279141875e-01 7.170411123785704888e-01 3.739222556002429476e-01
0.000000000000000000e+00 -1.332902766767381991e+03 2.878238830762361866e-01 9.666017926614578482e-02 3.447753079664305220e-01
0.000000000000000000e+00 -1.325968863160340106e+03 2.875552022717932088e-01 2.389586343345536656e-01 3.619994170936529088e-01
0.000000000000000000e+00 -1.324287370353850520e+03 2.886996731704494223e-01 1.214168831443255270e-01 3.895909829073030961e-01
0.000000000000000000e+00 -1.306285828827876230e+03 2.648496212339546130e-01 1.652207791286343097e-01 3.479796005030024730e-01
0.000000000000000000e+00 -1.302864923131087608e+03 9.609168484764818441e-02 2.219732159109877312e-01 4.967466256787935741e-01
0.000000000000000000e+00 -1.301652883601469966e+03 2.510840766466392315e-01 2.575009219203908684e-01 4.022391871978046041e-01
0.000000000000000000e+00 -1.300887112283191300e+03 2.182668635212552388e-01 1.708571317456923921e-01 4.718502473918173568e-01
0.000000000000000000e+00 -1.295646673690577018e+03 2.530461821619349738e-01 6.028949289360236996e-01 3.866336783981563219e-01
0.000000000000000000e+00 -1.294577549315569513e+03 2.841855680349265612e-01 1.272730552907133106e-01 4.169978965992566788e-01
0.000000000000000000e+00 -1.294427837517839407e+03 2.905607222897648168e-01 1.750050590514562465e-02 3.283150828627999784e-01
0.000000000000000000e+00 -1.293723620346708230e+03 2.539152110174472954e-01 4.934383726873450282e-01 4.021428674934151015e-01
0.000000000000000000e+00 -1.288583580802482857e+03 2.303181471877551179e-01 1.408428665125127655e-02 5.214940398616239037e-01
